,m_paid,m_free,m_total,zb_paid,zb_adult,zb_foreigner,zb_teen,zb_child,zb_free,zb_total,tp_group,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_free,tp_total,temp,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
0,2353,6602,8955,3504,203,4233,526,105,1481,5714,16,12,0,4,0,0,17,33,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2014-01-01,4.0,0.0,3.7,51.3,2.1,0.03,0.0,0.0,0.0,1,2,3,2
1,1505,2740,4245,968,95,1281,141,28,1246,2450,31,26,0,5,0,0,17,48,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2014-01-02,1.5,0.0,2.0,35.4,0.3,0.0,0.0,0.0,0.0,1,1,2,1
2,1611,2998,4609,1034,113,1387,204,80,1194,2545,14,11,0,3,0,0,14,28,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2014-01-03,2.3,0.0,2.5,54.4,4.6,0.0,0.0,0.0,0.0,2,1,4,1
3,3379,7559,10938,3352,150,4134,591,80,2472,6565,67,51,3,13,0,0,47,114,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2014-01-04,-0.1,0.0,2.4,47.1,0.9,0.0,0.0,0.0,0.0,1,1,3,1
4,3182,7533,10715,3552,195,4279,532,94,2255,6534,72,64,0,8,2,0,27,99,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2014-01-05,-0.8,0.0,1.9,48.4,2.1,0.0,0.0,0.0,0.0,1,1,3,1
5,1310,2167,3477,658,75,837,104,23,1029,1866,9,6,1,2,0,0,17,26,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2014-01-06,0.8,0.0,1.6,50.4,3.1,0.0,0.0,0.0,0.0,2,1,3,1
6,1423,2226,3649,616,68,828,104,19,1177,1965,8,5,0,3,0,0,19,27,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2014-01-07,3.0,0.0,1.7,56.0,8.5,0.33,0.0,0.0,0.0,3,1,4,1
7,1044,2024,3068,596,48,1557,314,26,938,1896,1,1,0,0,1,0,3,4,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2014-01-08,0.5,0.0,3.3,56.6,7.4,1.42,0.0,0.0,0.0,3,1,4,2
8,599,876,1475,203,44,268,21,15,559,827,0,0,0,0,0,0,1,1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2014-01-09,-7.8,0.0,3.6,26.3,0.0,0.0,0.0,0.0,0.0,1,1,1,2
9,608,911,1519,183,26,239,30,13,486,725,3,3,0,0,0,0,3,6,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2014-01-10,-4.7,0.0,2.0,48.6,3.1,1.43,0.0,0.0,0.0,2,1,3,1
