,m_paid,m_free,m_total,zb_paid,zb_adult,zb_foreigner,zb_teen,zb_child,zb_free,zb_total,tp_group,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_free,tp_total,temp,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
16,7,0,7,0,26,946,0.0,1278,580,1858,600,79,234,0,554,1467,26,3,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2005-01-17,0.4,0.0,1.7,59.0,2.0,0.0,0.0,0.0,0.0,1,1,4,1
17,0,0,0,0,4,525,0.0,742,493,1235,300,43,162,0,489,994,4,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2005-01-18,0.3,0.5,2.2,79.3,8.3,2.75,0.0,0.0,0.5,3,1,5,1
18,2,0,2,0,11,953,0.0,1006,445,1451,377,66,257,0,432,1132,11,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2005-01-19,-3.8,0.0,3.4,48.5,0.5,0.0,0.0,0.0,0.0,1,1,3,2
19,4,0,4,0,7,334,0.0,508,333,841,187,43,89,0,315,634,7,2,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2005-01-20,-5.9,0.0,3.4,49.8,0.0,0.0,0.0,0.0,0.0,1,1,3,2
20,0,0,0,0,3,422,0.0,663,400,1063,250,31,129,0,395,805,3,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005-01-21,-5.4,0.0,1.9,45.1,0.0,0.0,0.0,0.0,0.0,1,1,3,1
21,5,0,5,0,17,2716,0.0,3757,640,4397,1644,137,807,0,608,3196,17,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2005-01-22,-2.2,0.0,1.2,41.1,5.1,0.0,0.0,0.0,0.0,2,1,3,1
22,55,0,55,0,157,5555,0.0,7825,1012,8837,3872,192,1432,0,943,6439,157,3,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2005-01-23,1.8,0.0,1.5,34.8,2.5,0.0,0.0,0.0,0.0,1,1,2,1
23,6,0,6,0,20,2105,0.0,2467,507,2974,1443,102,546,0,492,2583,20,5,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2005-01-24,1.3,0.0,1.8,67.0,4.1,0.0,0.0,0.0,0.0,2,1,5,1
24,2,0,2,0,8,929,0.0,1214,522,1736,526,77,300,0,517,1420,8,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2005-01-25,1.1,0.0,1.4,59.3,6.9,0.0,0.0,0.0,0.0,3,1,4,1
25,1,0,1,0,5,1190,0.0,1560,656,2216,705,91,347,0,640,1783,5,2,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2005-01-26,1.6,0.0,1.8,59.6,0.3,0.0,0.0,0.0,0.0,1,1,4,1
26,7,0,7,0,15,1142,0.0,1538,666,2204,683,72,339,0,633,1727,15,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2005-01-27,1.3,0.0,1.8,46.0,1.9,0.0,0.0,0.0,0.0,1,1,3,1
27,12,0,12,0,33,1145,0.0,1628,638,2266,757,73,298,0,617,1745,33,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005-01-28,2.1,0.0,1.7,44.8,0.3,0.0,0.0,0.0,0.0,1,1,3,1
28,5,0,5,0,24,1346,0.0,1596,286,1882,784,62,419,0,282,1547,24,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2005-01-29,-0.8,2.2,3.2,64.5,4.6,5.3,0.0,0.0,2.2,2,1,5,2
29,3,0,3,0,6,1717,0.0,2237,480,2717,1132,93,453,0,460,2138,6,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2005-01-30,-7.0,0.0,3.1,39.9,2.3,0.0,0.0,0.0,0.0,1,1,2,2
30,0,0,0,0,1,502,0.0,646,304,950,327,31,131,0,301,790,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2005-01-31,-7.3,0.0,3.8,39.9,1.5,0.62,0.0,0.0,0.0,1,1,2,2
31,0,0,0,0,0,143,0.0,183,140,323,78,18,40,0,139,275,0,0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2005-02-01,-10.2,0.0,5.0,41.6,0.8,0.0,0.0,0.0,0.0,1,1,3,4
32,2,0,2,0,4,176,0.0,208,347,555,119,21,34,0,343,517,4,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2005-02-02,-6.9,0.0,3.0,49.1,0.0,0.0,0.0,0.0,0.0,1,1,3,2
33,0,0,0,0,0,249,0.0,362,485,847,185,15,46,0,465,711,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2005-02-03,-4.6,0.0,1.9,52.0,2.5,0.0,0.0,0.0,0.0,1,1,4,1
34,1,0,1,0,2,674,0.0,680,463,1143,282,62,201,0,457,1002,2,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005-02-04,-1.5,0.0,2.0,44.3,4.8,0.0,0.0,0.0,0.0,2,1,3,1
35,5,0,5,0,21,1785,0.0,2246,633,2879,1033,75,534,0,602,2244,21,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2005-02-05,-1.6,0.0,2.7,47.5,2.3,0.0,0.0,0.0,0.0,1,1,3,1
36,13,0,13,0,63,2818,0.0,3884,676,4560,2025,84,633,0,661,3403,63,0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2005-02-06,-0.1,0.0,1.3,36.1,2.3,0.0,0.0,0.0,0.0,1,1,2,1
37,1,0,1,0,10,1514,0.0,1842,387,2229,1072,67,364,0,376,1879,10,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2005-02-07,3.5,0.0,1.7,47.9,9.3,0.33,0.0,0.0,0.0,4,1,3,1
38,38,0,38,0,93,2643,0.0,3886,600,4486,1829,121,693,0,566,3209,93,1,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2005-02-08,1.7,0.0,2.2,56.4,2.4,4.33,0.0,0.0,0.0,1,1,4,1
39,8,0,8,0,24,4083,0.0,5571,502,6073,2915,218,948,0,441,4522,24,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2005-02-09,-1.4,0.0,2.1,57.9,6.6,0.0,0.0,0.0,0.0,3,1,4,1
40,0,0,0,0,4,3795,0.0,5066,589,5655,2749,161,812,0,542,4264,4,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2005-02-10,-6.0,0.0,3.0,37.1,0.1,0.0,0.0,0.0,0.0,1,1,2,2
41,5,0,5,0,8,1683,0.0,2117,388,2505,1203,93,382,0,380,2058,8,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005-02-11,-6.0,0.0,2.7,38.4,0.3,0.0,0.0,0.0,0.0,1,1,2,1
42,8,0,8,0,32,2478,0.0,3655,771,4426,1823,84,539,0,717,3163,32,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2005-02-12,-4.1,0.0,2.0,44.8,4.1,0.0,0.0,0.0,0.0,2,1,3,1
43,27,0,27,0,92,5258,0.0,7514,976,8490,4058,135,1059,0,909,6161,92,0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2005-02-13,-1.6,0.0,1.8,52.5,0.5,0.0,0.0,0.0,0.0,1,1,4,1
44,0,0,0,0,4,1873,0.0,2010,611,2621,1395,99,375,0,594,2463,4,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2005-02-14,1.8,0.0,1.9,46.8,6.3,0.0,0.0,0.0,0.0,3,1,3,1
45,5,0,5,0,21,679,0.0,652,452,1104,421,29,101,0,447,998,21,0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2005-02-15,4.6,5.0,3.9,48.4,7.5,9.38,0.0,0.0,5.0,3,2,3,2
46,0,0,0,0,0,166,0.0,177,277,454,127,9,30,0,275,441,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2005-02-16,2.7,9.0,3.8,81.5,8.9,12.17,0.0,0.0,9.0,3,1,5,2
47,10,0,10,0,36,1014,0.0,1281,956,2237,741,43,167,0,905,1856,36,1,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2005-02-17,4.7,0.0,2.4,60.8,2.3,0.0,0.0,0.0,0.0,1,2,5,1
48,61,0,61,0,69,665,0.0,769,490,1259,389,66,144,0,475,1074,69,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005-02-18,4.0,0.0,3.4,55.6,9.3,0.0,0.0,0.0,0.0,4,2,4,2
49,0,0,0,1,2,1192,0.0,1665,475,2140,860,69,263,0,463,1655,1,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2005-02-19,-2.4,0.2,4.2,51.5,4.1,3.92,0.0,0.0,0.2,2,1,3,4
50,8,0,8,0,17,1193,0.0,1629,463,2092,858,47,256,0,452,1613,17,0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2005-02-20,-7.1,0.0,3.9,41.1,1.8,0.0,0.0,0.0,0.0,1,1,3,2
51,0,0,0,0,0,559,0.0,577,348,925,314,35,158,0,343,850,0,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2005-02-21,-5.8,0.0,3.0,46.9,1.4,0.33,0.0,0.0,0.0,1,1,3,2
52,0,0,0,0,0,330,0.0,383,290,673,177,29,88,0,286,580,0,0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2005-02-22,-1.0,3.0,3.8,80.6,9.8,13.67,0.0,0.0,3.0,4,1,5,2
53,10,0,10,0,15,657,0.0,772,500,1272,298,67,203,0,492,1060,15,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2005-02-23,-2.9,0.0,3.2,50.1,2.4,0.0,0.0,0.0,0.0,1,1,3,2
54,2,0,2,0,4,872,0.0,1186,575,1761,581,91,198,0,533,1403,4,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2005-02-24,-2.9,0.0,2.5,39.4,4.3,0.0,0.0,0.0,0.0,2,1,2,1
55,2,0,2,0,7,883,0.0,1005,358,1363,474,55,255,0,343,1127,7,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005-02-25,-4.8,0.0,3.4,40.9,0.4,0.0,0.0,0.0,0.0,1,1,2,2
56,3,0,3,0,8,1379,0.0,1906,570,2476,783,95,388,0,548,1814,8,2,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2005-02-26,-5.0,0.0,2.9,36.1,0.0,0.0,0.0,0.0,0.0,1,1,2,1
57,19,0,19,0,67,3963,0.0,5680,796,6476,2741,180,953,0,751,4625,67,4,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2005-02-27,-2.1,0.0,2.2,45.4,3.0,0.0,0.0,0.0,0.0,2,1,3,1
58,5,0,5,0,15,2822,0.0,3506,650,4156,1938,152,732,0,616,3438,15,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2005-02-28,0.6,0.0,2.4,51.3,1.8,0.0,0.0,0.0,0.0,1,1,3,1
59,182,0,182,0,652,13048,0.0,18412,1524,19936,9797,415,2693,0,1434,14339,652,5,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2005-03-01,-0.3,0.0,2.7,46.1,2.4,0.0,0.0,0.0,0.0,1,1,3,1
60,2,0,2,0,6,3661,0.0,3750,410,4160,2769,104,788,0,406,4067,6,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005-03-02,0.3,2.4,2.4,63.6,4.6,7.67,0.0,0.0,2.4,2,1,5,1
61,0,0,0,0,1,500,0.0,557,730,1287,429,1,40,0,725,1195,1,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005-03-03,-1.3,0.0,2.6,42.1,1.4,0.0,0.0,0.0,0.0,1,1,3,1
62,2,0,2,0,9,460,0.0,598,573,1171,425,3,32,0,540,1000,9,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005-03-04,-0.4,0.0,2.7,43.5,1.6,0.0,0.0,0.0,0.0,1,1,3,1
63,7,0,7,0,45,1823,0.0,2388,748,3136,1552,22,249,0,730,2553,45,1,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005-03-05,-0.9,0.0,2.2,49.5,3.6,0.0,0.0,0.0,0.0,2,1,3,1
64,37,0,37,0,153,7100,0.0,9807,1199,11006,5666,109,1325,0,1153,8253,153,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005-03-06,0.5,0.0,2.5,54.9,0.5,0.0,0.0,0.0,0.0,1,1,4,1
65,0,0,0,0,10,2059,0.0,2300,669,2969,1635,32,392,0,623,2682,10,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005-03-07,3.8,0.0,3.5,74.4,7.8,0.0,0.0,0.0,0.0,3,1,5,2
66,2,0,2,0,13,815,0.0,1091,815,1906,752,1,62,0,786,1601,13,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2005-03-08,4.2,0.0,2.3,57.4,3.0,0.0,0.0,0.0,0.0,2,2,4,1
67,6,0,6,0,32,1006,0.0,1346,737,2083,942,5,59,0,705,1711,32,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005-03-09,7.3,0.0,1.8,47.6,3.4,0.83,0.0,0.0,0.0,2,2,3,1
68,0,0,0,0,0,275,0.0,283,347,630,258,0,17,0,321,596,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005-03-10,8.4,0.5,3.3,89.0,10.0,10.08,0.0,0.0,0.5,4,3,5,2
69,2,0,2,0,7,178,0.0,220,480,700,165,2,11,0,444,622,7,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005-03-11,0.7,0.5,4.2,68.4,6.6,2.25,0.0,0.0,0.5,3,1,5,4
70,6,0,6,0,18,1003,0.0,1302,464,1766,759,17,170,0,455,1401,18,2,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005-03-12,-3.9,0.0,4.5,36.4,1.1,0.0,0.0,0.0,0.0,1,1,2,4
71,20,0,20,0,62,3022,0.0,4132,830,4962,2356,89,577,0,811,3833,62,1,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005-03-13,-1.2,0.0,3.4,34.4,1.1,0.0,0.0,0.0,0.0,1,1,2,2
72,3,0,3,0,21,1293,0.0,1604,703,2307,1123,17,153,0,653,1946,21,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005-03-14,2.6,0.0,2.6,46.9,1.4,0.0,0.0,0.0,0.0,1,1,3,1
73,0,0,0,0,13,954,0.0,1199,930,2129,910,0,44,0,849,1803,13,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2005-03-15,4.5,0.0,2.3,62.0,7.8,0.0,0.0,0.0,0.0,3,2,5,1
74,1,0,1,0,22,1037,0.0,1406,825,2231,899,6,99,0,791,1795,22,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005-03-16,7.5,0.0,1.5,57.1,7.8,0.0,0.0,0.0,0.0,3,2,4,1
75,0,0,0,0,6,818,0.0,1005,695,1700,740,6,72,0,684,1502,6,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005-03-17,5.9,7.0,3.0,79.3,8.9,8.83,0.0,0.0,7.0,3,2,5,2
76,54,0,54,0,94,1018,0.0,1256,700,1956,674,2,183,0,688,1547,94,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005-03-18,3.9,0.0,3.9,40.9,0.1,0.0,0.0,0.0,0.0,1,1,2,2
77,158,0,158,0,652,8839,0.0,12244,1424,13668,6922,208,1455,0,1344,9929,652,7,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005-03-19,4.3,0.0,2.5,48.0,2.6,0.0,0.0,0.0,0.0,1,2,3,1
78,410,0,410,0,1647,23523,0.0,30643,1645,32288,18268,399,4823,0,1544,25034,1647,21,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005-03-20,5.9,0.0,3.1,64.8,2.6,0.0,0.0,0.0,0.0,1,2,5,2
79,3,0,3,0,30,5764,0.0,6337,882,7219,4435,87,1242,0,821,6585,30,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005-03-21,7.1,0.0,2.4,56.5,5.1,0.0,0.0,0.0,0.0,2,2,4,1
80,4,0,4,0,23,1436,0.0,1745,781,2526,1190,9,145,0,740,2084,23,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2005-03-22,8.5,2.0,2.7,58.4,5.4,6.5,0.0,0.0,2.0,2,3,4,1
81,6,0,6,0,42,1692,0.0,2331,1179,3510,1461,9,181,0,1045,2696,42,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005-03-23,8.7,0.0,2.8,41.6,6.1,0.0,0.0,0.0,0.0,3,3,3,1
82,2,0,2,0,3,1058,0.0,1037,193,1230,537,2,285,0,184,1008,3,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005-03-24,3.0,0.1,4.9,43.4,4.3,2.08,0.0,0.0,0.1,2,1,3,4
83,2,0,2,0,15,556,0.0,806,848,1654,343,6,120,0,778,1247,15,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005-03-25,3.1,0.0,4.3,50.4,2.1,0.0,0.0,0.0,0.0,1,1,3,4
84,348,0,348,0,913,14758,0.0,21143,1251,22394,8923,672,4905,0,1133,15633,913,14,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005-03-26,6.8,0.0,2.4,74.0,6.0,0.0,0.0,0.0,0.0,3,2,5,1
85,483,0,483,0,2000,29246,0.0,37657,1692,39349,21579,719,6948,0,1571,30817,2000,21,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005-03-27,10.5,0.0,2.0,60.9,5.4,0.0,0.0,0.0,0.0,2,3,5,1
86,0,0,0,0,16,6714,0.0,7094,863,7957,4781,141,1652,0,839,7413,16,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005-03-28,6.8,0.0,3.0,64.3,2.8,0.0,0.0,0.0,0.0,1,2,5,2
87,127,0,127,0,146,2886,0.0,3243,1150,4393,1159,559,362,0,1045,3125,146,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2005-03-29,5.6,0.0,3.1,30.8,0.0,0.0,0.0,0.0,0.0,1,2,2,2
88,142,0,142,0,226,2678,0.0,3570,1180,4750,1638,204,404,0,1071,3317,226,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005-03-30,6.7,0.0,3.7,47.8,0.0,0.0,0.0,0.0,0.0,1,2,3,2
89,8,0,8,0,69,2674,0.0,3484,1311,4795,2194,27,328,0,1124,3673,69,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005-03-31,9.5,0.0,2.3,48.6,2.1,0.0,0.0,0.0,0.0,1,3,3,1
90,203,0,203,0,294,5252,0.0,5234,1499,6733,2002,1308,462,0,1381,5153,294,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005-04-01,11.2,0.0,1.7,31.8,3.8,0.0,0.0,0.0,0.0,2,4,2,1
91,159,0,159,0,924,14934,0.0,19076,1595,20671,11059,1022,2034,0,1481,15596,924,8,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005-04-02,10.4,0.0,2.4,44.8,6.5,0.0,0.0,0.0,0.0,3,3,3,1
92,175,0,175,0,826,16603,0.0,21605,1357,22962,13061,355,3124,0,1189,17729,826,8,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005-04-03,8.6,3.5,2.8,61.8,4.5,6.83,0.5,1.5,3.5,2,3,5,1
93,258,0,258,0,648,13243,0.0,15825,1444,17269,7061,1396,3101,0,1319,12877,648,2,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005-04-04,9.3,0.0,3.7,44.1,2.6,0.0,0.0,0.0,0.0,1,3,3,2
94,1509,0,1509,1,5581,59913,0.0,72308,2094,74402,44001,2543,12183,0,1961,60688,5580,126,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2005-04-05,13.3,0.0,3.1,41.4,1.1,0.0,0.0,0.0,0.0,1,4,3,2
95,4,0,4,0,24,9725,0.0,9141,1012,10153,4489,1378,2122,0,927,8916,24,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005-04-06,13.8,7.0,3.8,70.4,8.8,8.08,1.0,3.0,7.0,3,4,5,2
96,1,0,1,0,41,4356,0.0,3608,766,4374,603,1145,767,0,715,3230,41,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005-04-07,12.9,0.0,3.5,73.9,6.6,0.0,0.0,0.0,0.0,3,4,5,2
97,178,0,178,0,311,5860,0.0,6191,1680,7871,2283,973,902,0,1547,5705,311,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005-04-08,14.9,0.0,1.4,41.5,2.8,0.0,0.0,0.0,0.0,1,4,3,1
98,117,0,117,0,181,6413,0.0,6266,913,7179,2375,1710,622,0,855,5562,181,10,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005-04-09,13.4,41.5,3.1,71.8,9.1,12.33,3.5,14.5,41.5,4,4,5,2
99,253,0,253,0,1106,16076,0.0,22285,1695,23980,12475,413,2949,0,1562,17399,1106,15,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005-04-10,12.4,17.0,3.0,69.5,5.9,7.33,2.0,5.0,17.0,2,4,5,2
100,25,0,25,0,160,11748,0.0,11880,2250,14130,5138,1294,2550,0,2051,11033,160,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005-04-11,13.5,0.0,2.1,51.4,6.6,0.0,0.0,0.0,0.0,3,4,3,1
101,946,0,946,0,1039,18705,0.0,18011,2041,20052,3495,1717,5922,0,1838,12972,1039,0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2005-04-12,11.2,0.0,2.6,62.4,7.5,0.0,0.0,0.0,0.0,3,4,5,1
102,753,0,753,0,979,10616,0.0,10576,2194,12770,3345,1406,2381,0,1938,9070,979,14,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2005-04-13,10.5,0.0,3.2,51.6,2.4,0.0,0.0,0.0,0.0,1,3,3,2
103,609,0,609,0,754,11476,0.0,11539,1910,13449,3221,1235,2957,0,1652,9065,754,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005-04-14,9.9,0.0,4.1,48.9,0.3,0.0,0.0,0.0,0.0,1,3,3,4
104,737,0,737,0,1407,11976,0.0,12445,2145,14590,3514,2157,2177,0,1973,9821,1407,11,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005-04-15,9.6,0.0,2.8,32.5,0.0,0.0,0.0,0.0,0.0,1,3,2,1
105,1014,0,1014,0,6133,31644,0.0,39724,3287,43011,20337,2573,4553,0,2920,30383,6133,94,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005-04-16,10.8,0.0,2.7,23.9,0.0,0.0,0.0,0.0,0.0,1,3,1,1
106,1979,0,1979,0,9291,48256,0.0,64936,2917,67853,36610,875,10247,0,2675,50407,9291,135,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005-04-17,14.3,0.0,2.5,31.9,3.5,0.0,0.0,0.0,0.0,2,4,2,1
