,m_paid,m_free,m_total,zb_paid,zb_adult,zb_foreigner,zb_teen,zb_child,zb_free,zb_total,tp_group,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_free,tp_total,temp,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
10,862,1276,2138,286,20,348,42,36,797,1145,1,1,0,0,0,0,5,6,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013-01-11,-3.2,0.0,2.3,50.5,6.6,0.5,0.0,0.0,0.0,3,1,3,1
11,1794,4165,5959,1862,80,2366,315,54,1481,3738,23,15,0,8,0,0,7,30,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2013-01-12,0.0,0.1,2.5,70.0,5.8,3.67,0.0,0.0,0.1,2,1,5,1
12,2214,5566,7780,2677,176,3314,461,67,1677,4991,38,33,0,5,0,0,22,60,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013-01-13,-0.5,0.0,1.6,65.6,5.9,0.0,0.0,0.0,0.0,2,1,5,1
13,1020,1570,2590,410,42,542,90,11,860,1402,8,5,0,3,0,0,8,16,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013-01-14,-2.1,0.0,2.2,61.6,1.0,0.0,0.0,0.0,0.0,1,1,5,1
14,1069,1599,2668,413,34,520,73,23,974,1494,0,0,0,0,0,0,17,17,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013-01-15,-2.1,0.0,2.0,57.0,4.5,0.0,0.0,0.0,0.0,2,1,4,1
15,830,1141,1971,207,39,298,52,9,789,1087,0,0,0,0,0,0,6,6,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013-01-16,-2.6,0.3,2.4,64.1,6.4,6.33,0.0,0.0,0.3,3,1,5,1
16,820,1170,1990,257,21,324,46,17,748,1072,4,1,2,1,0,0,3,7,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013-01-17,-5.8,0.0,2.8,62.9,1.3,0.0,0.0,0.0,0.0,1,1,5,1
17,802,1248,2050,245,56,425,90,12,727,1118,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013-01-18,-4.4,0.0,2.0,51.9,2.1,0.0,0.0,0.0,0.0,1,1,3,1
18,2520,5815,8335,2506,173,3170,491,44,2041,5211,33,28,0,5,0,0,19,52,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2013-01-19,0.5,0.0,2.0,59.9,4.3,0.0,0.0,0.0,0.0,2,1,4,1
19,2676,6797,9473,3352,181,4121,558,69,1928,6019,30,24,0,6,0,0,25,55,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013-01-20,1.6,0.0,3.1,55.8,7.5,0.0,0.0,0.0,0.0,3,1,4,2
20,368,458,826,61,10,81,10,5,353,434,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013-01-21,2.2,16.5,4.3,83.6,10.0,20.25,0.0,0.0,16.5,4,1,5,4
21,968,3116,4084,1234,37,3777,862,17,877,3010,3,3,0,0,0,0,12,15,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013-01-22,3.8,0.5,2.2,74.3,9.1,2.75,0.0,0.0,0.5,4,1,5,1
22,693,863,1556,116,13,157,28,8,648,805,2,0,2,0,0,0,5,7,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013-01-23,1.8,1.5,3.1,80.4,9.4,12.67,0.0,0.0,1.5,4,1,5,2
23,930,1298,2228,238,52,337,47,14,843,1180,6,4,2,0,0,0,1,7,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013-01-24,-0.9,0.1,4.3,57.6,5.8,2.17,0.0,0.0,0.1,2,1,4,4
24,563,835,1398,147,36,221,38,6,528,749,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013-01-25,-9.1,0.0,4.7,37.5,0.0,0.0,0.0,0.0,0.0,1,1,2,4
25,991,1856,2847,610,75,773,88,21,846,1619,3,2,0,1,0,0,2,5,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2013-01-26,-9.2,0.0,3.5,37.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2
26,1064,2039,3103,742,77,948,129,79,871,1819,2,2,0,0,0,0,3,5,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013-01-27,-7.3,0.0,2.6,44.9,0.5,0.0,0.0,0.0,0.0,1,1,3,1
27,799,1275,2074,304,73,506,97,14,711,1185,2,2,0,0,0,0,10,12,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013-01-28,-3.5,0.0,2.1,56.0,6.0,0.0,0.0,0.0,0.0,3,1,4,1
28,991,1464,2455,349,64,470,57,18,866,1336,3,3,0,0,0,0,12,15,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013-01-29,2.2,0.0,2.7,63.5,9.6,0.33,0.0,0.0,0.0,4,1,5,1
29,1121,1856,2977,578,90,719,51,17,997,1716,16,14,0,2,0,0,3,19,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013-01-30,5.4,0.0,2.1,68.8,7.9,0.0,0.0,0.0,0.0,3,2,5,1
30,1556,3046,4602,1228,127,1470,115,29,1338,2808,20,19,1,0,5,0,21,41,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013-01-31,7.4,0.0,2.9,59.5,6.6,0.25,0.0,0.0,0.0,3,2,4,1
31,236,350,586,112,0,202,2,12,225,339,0,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013-02-01,7.3,46.5,3.7,85.8,9.5,15.67,0.0,0.0,46.5,4,2,5,2
32,2336,5473,7809,2557,158,3095,380,56,1807,4902,42,38,0,4,0,0,34,76,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2013-02-02,-1.1,0.0,4.1,52.1,2.1,0.0,0.0,0.0,0.0,1,1,4,4
33,1301,2677,3978,1094,99,1371,178,102,1061,2432,5,5,0,0,0,0,7,12,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013-02-03,-3.2,7.5,2.7,62.3,7.9,9.03,0.0,0.0,7.5,3,1,5,1
34,587,1258,1845,223,436,1086,7,5,528,1194,5,4,0,1,0,0,11,16,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013-02-04,-0.8,7.4,2.6,77.1,5.4,5.92,0.0,0.0,7.4,2,1,5,1
35,845,1055,1900,185,21,250,4,8,813,1023,0,0,0,0,0,0,5,5,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013-02-05,-0.6,4.5,2.4,77.0,8.4,8.92,0.0,0.0,4.5,3,1,5,1
36,689,1272,1961,386,12,977,185,435,674,1257,0,0,0,0,0,0,3,3,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013-02-06,-1.5,2.1,3.3,75.0,7.4,4.33,0.0,0.0,2.1,3,1,5,2
37,354,425,779,57,7,71,7,93,336,407,0,0,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013-02-07,-11.1,0.0,5.5,42.5,1.3,1.5,0.0,0.0,0.0,1,1,3,4
38,178,377,555,192,3,313,2,22,169,366,2,2,0,0,3,0,1,3,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013-02-08,-11.5,0.0,2.7,39.3,1.6,0.0,0.0,0.0,0.0,1,1,2,1
39,521,896,1417,326,18,375,31,25,495,870,0,0,0,0,0,0,2,2,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2013-02-09,-7.2,0.0,1.8,55.5,3.6,0.0,0.0,0.0,0.0,2,1,4,1
40,437,1832,2269,1124,95,1390,171,231,300,1690,5,5,0,0,0,0,1,6,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013-02-10,-4.0,1.2,2.9,56.6,3.5,3.0,0.0,0.0,1.2,2,1,4,1
41,1358,3447,4805,1768,120,2080,192,161,883,2963,9,8,0,1,0,0,14,23,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013-02-11,-5.8,0.0,2.1,41.8,2.6,0.0,0.0,0.0,0.0,1,1,3,1
42,1151,1939,3090,607,66,786,113,40,973,1759,2,2,0,0,0,0,9,11,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013-02-12,-3.8,0.0,2.3,55.6,8.0,0.25,0.0,0.0,0.0,3,1,4,1
43,1257,1834,3091,479,62,577,36,71,1099,1676,0,0,0,0,0,0,5,5,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013-02-13,-1.3,0.0,2.0,59.6,3.3,0.0,0.0,0.0,0.0,2,1,4,1
44,1313,2150,3463,690,107,910,35,28,1208,2040,5,5,0,0,0,0,12,17,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013-02-14,1.1,0.0,2.3,60.1,6.0,0.0,0.0,0.0,0.0,3,1,5,1
45,1036,2076,3112,753,52,1524,235,14,926,1966,0,0,0,0,0,0,3,3,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013-02-15,-1.2,0.0,3.9,48.4,2.1,0.0,0.0,0.0,0.0,1,1,3,2
46,2420,5482,7902,2430,229,3063,370,133,1821,4850,33,29,0,4,0,0,22,55,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2013-02-16,-2.6,0.0,2.1,38.8,2.0,0.0,0.0,0.0,0.0,1,1,2,1
47,2748,7209,9957,3631,189,4406,586,43,1853,6259,55,44,1,10,4,0,25,80,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013-02-17,2.3,0.0,2.5,44.5,9.3,0.42,0.0,0.0,0.0,4,1,3,1
48,1000,1771,2771,556,115,771,100,23,854,1625,0,0,0,0,0,0,4,4,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013-02-18,0.5,0.0,3.5,49.8,6.9,0.0,0.0,0.0,0.0,3,1,3,2
49,1204,1813,3017,454,62,623,77,9,1060,1653,0,0,0,0,0,0,13,13,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013-02-19,-2.9,0.0,4.0,27.5,2.0,0.0,0.0,0.0,0.0,1,1,1,4
50,902,1364,2266,355,33,452,64,29,806,1258,10,5,1,4,0,0,4,14,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013-02-20,-4.8,0.0,2.6,35.3,1.8,0.0,0.0,0.0,0.0,1,1,2,1
51,1252,1982,3234,494,128,758,106,9,1097,1825,2,0,0,2,0,0,4,6,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013-02-21,-1.7,0.0,2.5,49.0,2.8,0.08,0.0,0.0,0.0,1,1,3,1
52,991,1633,2624,473,59,639,107,5,818,1457,3,3,0,0,0,0,3,6,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013-02-22,0.5,3.9,3.1,57.1,4.1,5.47,0.0,0.0,3.9,2,1,4,2
53,2445,5647,8092,2545,191,3326,452,122,1833,5021,14,12,0,2,0,0,9,23,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2013-02-23,-0.9,0.0,3.7,45.9,0.8,0.0,0.0,0.0,0.0,1,1,3,2
54,3234,9533,12767,5043,274,6236,919,51,2325,8561,63,52,0,11,0,0,29,92,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013-02-24,1.4,0.0,2.2,42.4,4.1,0.0,0.0,0.0,0.0,2,1,3,1
55,1249,2977,4226,1119,173,1700,408,54,915,2615,28,21,0,7,0,0,19,47,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013-02-25,3.3,0.0,1.7,39.4,7.0,0.0,0.0,0.0,0.0,3,1,2,1
56,1386,2416,3802,678,88,1095,261,15,1083,2110,3,2,0,1,0,0,18,21,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013-02-26,4.8,0.0,2.6,56.4,8.6,0.5,0.0,0.0,0.0,3,2,4,1
57,2131,4829,6960,1977,210,2648,461,28,1643,4291,50,40,2,8,0,0,49,99,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013-02-27,3.4,0.0,3.0,69.5,4.6,0.0,0.0,0.0,0.0,2,1,5,2
58,2352,5913,8265,2483,299,3525,706,38,1842,5330,73,58,4,11,0,0,27,100,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013-02-28,6.7,1.0,2.9,57.3,5.4,1.5,0.0,0.0,1.0,2,2,4,1
59,3831,11647,15478,5944,433,7952,1368,229,2066,9811,71,57,1,13,0,0,28,99,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013-03-01,0.8,3.0,4.8,56.1,3.8,4.25,0.0,0.0,3.0,2,1,4,4
60,3965,11432,15397,5799,394,7422,1229,190,2426,9848,45,36,2,7,0,0,22,67,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013-03-02,-0.8,0.0,3.2,42.6,3.5,0.0,0.0,0.0,0.0,2,1,3,2
61,3787,10680,14467,5561,292,6846,958,97,2542,9353,82,75,0,7,0,0,59,141,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013-03-03,0.4,0.0,2.9,50.3,1.8,0.0,0.0,0.0,0.0,1,1,3,1
62,1194,2033,3227,761,20,837,56,18,1018,1855,2,1,0,1,0,0,6,8,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013-03-04,3.1,0.0,2.8,58.6,4.6,0.0,0.0,0.0,0.0,2,1,4,1
63,1710,2715,4425,950,3,1041,44,84,1372,2369,8,8,0,0,0,0,29,37,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013-03-05,3.7,0.0,3.0,51.8,0.0,0.0,0.0,0.0,0.0,1,1,3,2
64,1940,3338,5278,1339,12,1390,39,7,1555,2945,8,7,0,1,0,0,45,53,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013-03-06,7.9,0.0,2.2,43.1,1.6,0.0,0.0,0.0,0.0,1,2,3,1
65,973,1437,2410,449,4,478,9,17,837,1299,2,2,0,0,0,0,4,6,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013-03-07,8.0,0.5,3.7,74.1,7.9,2.38,0.0,0.0,0.5,3,3,5,2
66,1563,3044,4607,1387,9,1486,54,18,1273,2723,31,31,0,0,0,0,21,52,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013-03-08,8.5,0.0,2.7,66.0,3.6,0.0,0.0,0.0,0.0,2,3,5,1
67,9082,38320,47402,23543,547,27845,3611,290,6061,33762,1511,1314,18,179,8,0,239,1750,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013-03-09,13.2,0.0,4.3,48.8,1.5,0.0,0.0,0.0,0.0,1,4,3,4
68,4921,16287,21208,9200,371,11116,1514,109,2716,13801,266,206,4,56,31,0,67,333,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013-03-10,1.2,0.0,5.0,32.5,0.4,0.0,0.0,0.0,0.0,1,1,2,4
69,1612,3121,4733,1382,50,1503,29,13,1241,2702,48,44,1,3,0,0,51,99,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013-03-11,4.2,0.0,2.2,33.4,0.0,0.0,0.0,0.0,0.0,1,2,2,1
70,1418,3790,5208,1625,2,3955,725,24,1173,3525,20,20,0,0,0,0,17,37,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013-03-12,7.5,3.5,2.1,60.4,6.3,3.92,0.0,0.0,3.5,3,2,5,1
71,983,1434,2417,440,2,447,5,4,891,1338,4,4,0,0,0,0,7,11,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013-03-13,5.2,11.5,3.6,64.5,6.8,6.0,0.0,0.0,11.5,3,2,5,2
72,1517,2670,4187,1086,9,1133,38,22,1273,2406,20,19,0,1,0,0,28,48,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013-03-14,4.1,0.0,2.9,48.9,3.4,0.0,0.0,0.0,0.0,2,2,3,1
73,1777,3414,5191,1476,20,1556,60,26,1320,2876,25,25,0,0,0,0,45,70,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013-03-15,4.6,0.0,2.4,43.4,0.9,0.0,0.0,0.0,0.0,1,2,3,1
74,7618,32405,40023,19231,453,23387,3302,80,5094,28080,1136,908,6,222,6,88,426,1562,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013-03-16,6.3,0.0,2.3,53.6,2.4,0.0,0.0,0.0,0.0,1,2,4,1
75,8715,31243,39958,17631,502,21190,3057,51,5439,26629,1050,928,6,116,10,0,450,1500,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013-03-17,8.2,7.5,2.9,57.5,7.0,4.25,0.0,0.0,7.5,3,3,4,1
76,1642,3195,4837,1454,22,1581,37,82,1287,2800,26,26,0,0,0,0,35,61,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013-03-18,8.3,1.0,3.3,73.0,6.0,2.5,0.0,0.0,1.0,3,3,5,2
77,1755,2829,4584,988,14,1030,28,10,1332,2362,18,17,1,0,1,0,30,48,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013-03-19,8.0,0.0,2.2,61.1,8.5,0.0,0.0,0.0,0.0,3,3,5,1
78,982,1336,2318,329,4,342,9,7,917,1259,5,5,0,0,0,0,7,12,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013-03-20,2.8,0.1,4.3,51.9,5.3,2.5,0.0,0.0,0.1,2,1,3,4
79,1629,3086,4715,676,727,2247,29,14,1311,2743,15,15,0,0,0,0,15,30,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013-03-21,1.5,0.0,2.5,34.3,0.0,0.0,0.0,0.0,0.0,1,1,2,1
80,1215,2017,3232,602,38,847,102,27,956,1698,13,12,0,1,4,0,19,32,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013-03-22,3.4,0.0,2.3,61.6,6.1,0.0,0.0,0.0,0.0,3,1,5,1
81,6658,25286,31944,14420,446,17517,2466,116,4604,21936,791,671,15,105,16,0,114,905,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013-03-23,5.4,0.0,2.3,39.0,1.6,0.0,0.0,0.0,0.0,1,2,2,1
82,7125,28783,35908,16859,606,20563,3032,130,5049,25546,934,769,24,141,3,0,78,1012,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013-03-24,5.1,0.0,3.9,47.4,2.1,0.0,0.0,0.0,0.0,1,2,3,2
83,1743,7604,9347,3228,9,10182,2381,52,1189,6807,3,3,0,0,0,0,26,29,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013-03-25,2.8,0.0,3.8,40.3,0.3,0.0,0.0,0.0,0.0,1,1,2,2
84,1782,3469,5251,1492,11,1691,68,63,1411,2982,29,28,0,1,0,0,42,71,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013-03-26,4.4,0.0,2.5,39.9,0.8,0.0,0.0,0.0,0.0,1,2,2,1
85,2447,5796,8243,2421,321,3368,176,115,1712,4630,94,87,0,7,0,0,83,177,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013-03-27,7.5,0.0,2.8,30.1,0.0,0.0,0.0,0.0,0.0,1,2,2,1
86,2056,3869,5925,1647,30,1783,106,39,1610,3393,20,20,0,0,0,0,33,53,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013-03-28,7.3,0.0,2.7,42.1,7.0,0.0,0.0,0.0,0.0,3,2,3,1
87,2170,6130,8300,2729,72,5345,936,48,1534,5271,65,63,0,2,0,0,55,120,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013-03-29,5.4,0.0,3.4,28.6,1.9,0.0,0.0,0.0,0.0,1,2,1,2
88,6444,23882,30326,13073,519,16256,2487,107,4163,20242,528,436,7,85,7,0,264,792,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013-03-30,4.9,0.2,2.3,43.1,7.8,4.25,0.0,0.0,0.2,3,2,3,1
89,8268,33954,42222,20097,672,24382,3541,110,5205,29515,1078,914,6,158,29,0,503,1581,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013-03-31,6.3,0.0,2.7,46.4,0.0,0.0,0.0,0.0,0.0,1,2,3,1
90,2253,5412,7665,2303,505,3591,257,53,1680,4745,42,41,0,1,4,0,66,108,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013-04-01,9.2,0.5,2.2,44.5,7.3,0.75,0.3,0.4,0.5,3,3,3,1
91,695,912,1607,199,0,246,5,12,616,820,3,3,0,0,0,0,22,25,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013-04-02,7.2,8.5,2.7,86.1,7.6,15.0,1.0,2.0,8.5,3,2,5,1
92,2772,6150,8922,2322,376,3482,201,55,2129,5028,65,60,0,5,3,0,83,148,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013-04-03,7.9,0.0,2.6,64.0,4.5,0.0,0.0,0.0,0.0,2,2,5,1
93,2904,7251,10155,3426,59,4109,313,101,2265,6063,202,159,0,43,10,41,200,402,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013-04-04,12.6,0.0,1.9,44.5,1.8,0.0,0.0,0.0,0.0,1,4,3,1
94,3241,12548,15789,5742,1808,11745,1090,74,2064,10704,262,186,0,76,6,88,213,475,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013-04-05,14.6,0.0,2.6,42.1,7.8,0.0,0.0,0.0,0.0,3,4,3,1
95,493,1445,1938,683,30,1015,62,12,401,1176,9,9,0,0,0,0,5,14,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013-04-06,7.5,14.0,2.9,84.4,10.0,20.83,0.5,1.5,14.0,4,2,5,1
96,3119,13905,17024,8674,319,10356,1333,101,2918,13244,318,267,2,49,2,0,176,494,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013-04-07,5.1,1.0,4.4,57.3,4.0,5.0,0.5,0.5,1.0,2,2,4,4
97,1570,4909,6479,2157,484,3301,128,56,1464,4233,434,41,390,3,4,401,106,540,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013-04-08,8.0,1.0,4.0,55.1,5.1,2.92,0.5,1.0,1.0,2,3,4,4
98,1752,3719,5471,1269,41,2233,401,62,1693,3404,59,23,0,36,0,32,38,97,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013-04-09,6.2,0.5,5.1,50.8,4.0,1.2,0.5,0.5,0.5,2,2,3,4
99,1856,4633,6489,1011,901,3855,455,55,1402,3769,16,15,0,1,0,0,80,96,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013-04-10,5.0,1.5,4.1,49.3,4.4,3.25,0.5,1.0,1.5,2,2,3,4
100,1751,4800,6551,757,1593,4701,379,60,1391,4120,24,24,0,0,0,58,74,98,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013-04-11,5.5,0.5,4.9,54.5,3.6,2.17,0.5,0.5,0.5,2,2,4,4
101,2802,8721,11523,2402,2180,7905,416,64,1966,6964,127,46,2,79,6,36,51,178,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013-04-12,6.9,0.0,3.7,42.6,1.1,0.0,0.0,0.0,0.0,1,2,3,2
102,13808,57059,70867,33130,1676,41329,5148,210,9609,49563,2268,1942,30,296,17,32,873,3141,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013-04-13,11.4,0.0,4.5,38.6,3.5,0.0,0.0,0.0,0.0,2,4,2,4
103,4964,19530,24494,11538,521,14016,1704,115,2993,16756,444,360,6,78,3,0,240,684,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013-04-14,8.3,3.5,4.7,40.4,3.4,2.17,1.0,3.0,3.5,2,3,2,4
104,2333,4893,7226,1870,19,2651,402,26,1613,3904,48,20,0,28,0,33,97,145,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013-04-15,7.5,0.0,2.0,31.5,4.5,0.0,0.0,0.0,0.0,2,2,2,1
105,4225,11511,15736,3545,1468,9893,1252,35,2976,9241,124,90,0,34,0,126,266,390,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013-04-16,13.2,0.0,4.4,54.5,7.9,0.0,0.0,0.0,0.0,3,4,4,4
106,6387,15079,21466,4733,1311,11011,1326,16,4275,11645,326,229,0,97,0,293,569,895,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013-04-17,14.8,0.0,2.9,62.3,5.9,0.0,0.0,0.0,0.0,2,4,5,1
107,4791,10980,15771,3982,549,6994,583,18,3052,8166,283,250,2,31,0,240,640,923,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013-04-18,12.3,0.0,4.0,37.4,4.3,0.0,0.0,0.0,0.0,2,4,2,4
