,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,break_summer.1,break_winter.1,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
98,3844,1931,5775,50,3676,2747,760,169,50,828,1596,5272,168,157,0,11,0,115,335,503,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-04-09,7.9,0.0,1.1,57.9,2.6,0.0,0.0,0.0,0.0,1,2,4,1
99,3726,3510,7236,66,3510,2832,531,147,62,939,2760,6270,216,213,0,3,4,245,750,966,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-04-10,15.1,5.0,3.5,51.0,6.3,2.58,2.0,4.5,5.0,3,4,3,2
100,2229,1955,4184,68,2129,1797,286,46,68,385,1766,3895,100,90,2,8,0,0,189,289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-11,12.6,0.0,3.0,49.4,2.6,0.0,0.0,0.0,0.0,1,4,3,2
101,4025,3239,7264,26,3779,2862,539,378,25,1219,2636,6415,246,232,0,14,1,241,603,849,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-12,13.3,0.0,2.6,30.5,1.3,0.0,0.0,0.0,0.0,1,4,2,1
102,5380,3314,8694,49,5061,3734,1113,214,42,1504,2685,7746,319,301,6,12,7,239,629,948,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-13,14.6,0.0,1.3,22.9,8.9,0.0,0.0,0.0,0.0,3,4,1,1
103,1075,1022,2097,16,1024,894,24,106,16,4,996,2020,51,50,0,1,0,36,26,77,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018-04-14,9.0,9.0,1.8,78.8,8.9,13.33,1.0,2.5,9.0,3,3,5,1
104,16642,4713,21355,145,15706,13383,308,2015,139,30,4369,20075,936,831,10,95,6,0,344,1280,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018-04-15,9.5,0.0,2.4,65.5,3.1,0.0,0.0,0.0,0.0,2,3,5,1
105,3299,2181,5480,31,3065,2888,20,157,26,180,1624,4689,234,222,1,11,5,196,557,791,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-04-16,11.6,0.0,1.6,41.9,1.0,0.0,0.0,0.0,0.0,1,4,3,1
106,2530,2634,5164,26,2415,2059,32,324,23,598,2163,4578,115,114,0,1,3,246,471,586,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-04-17,12.9,0.0,1.9,37.9,0.9,0.0,0.0,0.0,0.0,1,4,2,1
107,2826,2808,5634,61,2590,1901,89,600,59,1018,2327,4917,236,182,0,54,2,311,481,717,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-18,12.4,0.0,1.9,35.4,0.4,0.0,0.0,0.0,0.0,1,4,2,1
108,2455,2614,5069,21,2304,2003,117,184,18,729,2027,4331,151,147,0,4,3,324,587,738,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-19,14.0,0.0,1.9,38.8,0.0,0.0,0.0,0.0,0.0,1,4,2,1
109,3459,1894,5353,43,3307,2609,100,598,38,1034,1489,4796,152,150,0,2,5,239,405,557,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-20,18.4,0.0,1.3,46.0,0.5,0.0,0.0,0.0,0.0,1,5,3,1
110,21602,11008,32610,200,20511,17618,281,2612,180,1076,10526,31037,1091,941,48,102,20,0,482,1573,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018-04-21,18.7,0.0,1.9,32.0,3.4,0.0,0.0,0.0,0.0,2,5,2,1
111,5932,1748,7680,81,5619,4884,52,683,78,974,1638,7257,313,272,4,37,3,0,110,423,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018-04-22,15.5,15.5,1.1,57.4,9.5,14.5,1.5,4.5,15.5,4,4,4,1
112,61,227,288,0,61,55,2,4,0,0,187,248,0,0,0,0,0,0,40,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-04-23,9.3,59.0,2.2,93.9,10.0,23.42,2.5,8.5,59.0,4,3,5,1
113,1685,2655,4340,44,1626,1066,25,535,44,1135,2004,3630,59,56,0,3,0,403,651,710,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-04-24,12.1,3.0,1.4,63.3,8.0,5.75,1.0,2.9,3.0,3,4,5,1
114,4324,4309,8633,70,3853,2399,544,910,69,2609,3054,6907,471,432,1,38,1,951,1255,1726,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-25,14.6,0.0,1.5,37.8,0.8,0.0,0.0,0.0,0.0,1,4,2,1
115,10774,5059,15833,76,10279,2932,6135,1212,72,9519,3626,13905,495,415,3,77,4,1155,1433,1928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-26,14.9,0.0,2.1,51.9,3.9,0.0,0.0,0.0,0.0,2,4,3,1
116,10229,4121,14350,26,9890,8780,399,711,21,8977,3010,12900,339,327,5,7,5,781,1111,1450,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-27,15.7,0.0,1.7,52.9,0.1,0.0,0.0,0.0,0.0,1,4,4,1
117,17221,5743,22964,43,16048,13694,302,2052,28,858,5186,21234,1173,1042,11,120,15,0,557,1730,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018-04-28,15.4,0.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,1,4,3,1
118,22455,7319,29774,229,21041,17923,299,2819,208,681,6950,27991,1414,1249,14,151,21,0,369,1783,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018-04-29,16.2,0.0,1.9,43.1,2.4,0.0,0.0,0.0,0.0,1,5,3,1
119,4035,11066,15101,37,3873,3238,156,479,35,1103,2116,5989,162,149,2,11,2,382,747,909,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-04-30,19.2,0.0,1.6,61.6,5.5,0.0,0.0,0.0,0.0,2,5,5,1
120,16617,5667,22284,194,15314,12251,1972,1091,194,1983,5131,20445,1303,1185,2,116,0,109,536,1839,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-05-01,20.4,0.0,1.5,72.8,8.5,1.42,0.0,0.0,0.0,3,5,5,1
121,697,652,1349,14,679,211,338,130,12,448,573,1252,18,16,0,2,2,1,79,97,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-02,15.1,12.0,1.9,90.4,9.9,14.83,2.0,6.5,12.0,4,4,5,1
122,6490,2613,9103,24,6111,1017,1146,3948,7,5789,2199,8310,379,234,2,143,17,335,414,793,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-03,11.2,1.0,2.7,62.4,3.6,3.62,0.5,0.9,1.0,2,4,5,1
123,8372,3026,11398,47,7487,2953,3963,571,43,4642,2181,9668,885,344,508,33,4,1000,845,1730,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-04,14.1,0.0,2.7,45.5,1.4,0.0,0.0,0.0,0.0,1,4,3,1
124,29521,22789,52310,208,27580,26735,845,0,202,65,21826,49406,1941,1857,54,30,6,0,963,2904,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018-05-05,18.3,0.0,2.6,46.8,6.0,0.0,0.0,0.0,0.0,3,5,3,1
125,2624,720,3344,65,2559,2055,161,343,65,125,671,3230,65,54,1,10,0,0,49,114,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018-05-06,16.6,22.0,1.1,86.4,9.3,13.83,1.5,4.0,22.0,4,5,5,1
126,24639,8182,32821,182,22197,18175,818,3204,180,30,7560,29757,2442,2091,82,269,2,0,622,3064,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-05-07,19.2,0.0,1.2,60.3,6.0,0.0,0.0,0.0,0.0,3,5,5,1
127,3600,2128,5728,17,3264,2077,889,298,17,953,1712,4976,336,293,6,37,0,98,416,752,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-05-08,17.5,0.0,1.7,50.9,3.0,0.0,0.0,0.0,0.0,2,5,3,1
128,2938,2954,5892,34,2632,2076,140,416,21,885,1708,4340,306,284,20,2,13,792,1246,1552,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-09,15.7,0.0,1.7,50.4,0.1,0.0,0.0,0.0,0.0,1,4,3,1
129,3138,3624,6762,35,2786,1764,433,589,31,1469,2060,4846,352,264,0,88,4,952,1564,1916,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-10,15.4,0.0,2.3,67.4,3.1,0.0,0.0,0.0,0.0,2,4,5,1
130,6050,3785,9835,1,5133,1942,2592,599,0,4002,2572,7705,917,466,351,100,1,1001,1213,2130,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-11,16.1,0.0,1.8,59.8,9.5,0.0,0.0,0.0,0.0,4,5,4,1
131,801,544,1345,32,704,645,8,51,18,233,497,1201,97,94,3,0,14,36,47,144,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018-05-12,14.2,32.0,0.9,89.3,10.0,21.0,1.5,4.0,32.0,4,4,5,0
132,17365,5766,23131,209,15734,13356,437,1941,195,342,4888,20622,1631,1446,47,138,14,161,878,2509,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018-05-13,15.8,0.5,1.9,82.5,5.3,8.25,0.2,0.2,0.5,2,4,5,1
133,2153,1949,4102,24,1638,1487,22,129,15,526,1487,3125,515,268,197,50,9,379,462,977,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-05-14,18.2,0.0,1.4,71.4,6.6,0.0,0.0,0.0,0.0,3,5,5,1
134,2476,2349,4825,28,2220,1244,829,147,23,1179,1407,3627,256,250,0,6,5,347,942,1198,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-05-15,23.2,0.0,1.1,56.4,8.5,0.75,0.0,0.0,0.0,3,6,4,1
135,222,674,896,7,144,100,37,7,7,204,529,673,78,7,0,71,0,169,145,223,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-16,22.3,45.0,1.9,93.8,10.0,17.07,13.5,35.0,45.0,4,6,5,1
136,830,479,1309,7,775,156,583,36,6,687,330,1105,55,55,0,0,1,65,149,204,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-17,20.9,83.0,1.4,97.0,10.0,19.75,10.0,19.5,83.0,4,5,5,1
137,4252,1240,5492,19,3043,704,2037,302,14,2470,979,4022,1209,109,1055,45,5,1137,261,1470,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-18,16.3,6.5,1.3,86.8,8.3,13.33,1.0,2.0,6.5,3,5,5,1
138,24047,9608,33655,110,20926,18021,352,2553,82,318,8227,29153,3121,2816,28,277,28,78,1381,4502,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018-05-19,17.6,0.0,1.5,47.5,0.0,0.0,0.0,0.0,0.0,1,5,3,1
139,23579,6870,30449,341,20136,16762,506,2868,239,162,4920,25056,3443,3076,49,318,102,216,1950,5393,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018-05-20,17.0,0.0,1.4,32.1,4.6,0.0,0.0,0.0,0.0,2,5,2,1
140,13403,5895,19298,65,11412,8758,588,2066,52,458,4404,15816,1991,1706,89,196,13,277,1491,3482,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-05-21,17.8,0.0,1.4,43.9,3.9,0.0,0.0,0.0,0.0,2,5,3,1
141,21239,7256,28495,92,17518,14132,518,2868,78,622,5795,23313,3721,3268,82,371,14,30,1461,5182,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-05-22,18.1,12.5,1.1,75.5,9.0,9.5,1.0,4.0,12.5,4,5,5,1
142,2802,3500,6302,59,2007,1655,95,257,33,834,1801,3808,795,791,2,2,26,583,1699,2494,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-23,17.3,6.5,2.5,57.1,1.4,3.5,1.0,3.5,6.5,1,5,4,1
143,2706,3681,6387,123,1760,1294,414,52,96,1034,1925,3685,946,930,12,4,27,336,1756,2702,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-24,18.3,0.0,2.2,47.4,0.5,0.0,0.0,0.0,0.0,1,5,3,1
144,5120,3337,8457,92,3831,1662,1883,286,46,2272,1384,5215,1289,1231,40,18,46,404,1953,3242,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-25,19.7,0.0,1.8,47.4,3.4,0.0,0.0,0.0,0.0,2,5,3,1
145,20847,6858,27705,201,13225,11363,399,1463,179,1595,4217,17442,7622,7026,183,413,22,69,2641,10263,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2018-05-26,21.8,0.0,1.4,50.1,1.0,0.0,0.0,0.0,0.0,1,5,3,1
146,24339,7905,32244,373,14073,12003,345,1725,114,255,3542,17615,10266,9524,210,532,259,69,4363,14629,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2018-05-27,20.3,0.0,1.7,47.4,7.3,0.0,0.0,0.0,0.0,3,5,3,1
147,23912,3293,27205,180,21484,9560,10341,1583,64,10487,1375,22859,2428,2379,28,21,116,246,1918,4346,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018-05-28,22.3,0.0,1.6,49.8,3.8,0.0,0.0,0.0,0.0,2,6,3,1
148,3637,5104,8741,33,1583,1456,12,115,29,792,2190,3773,2054,2034,6,14,4,898,2914,4968,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2018-05-29,21.4,1.0,1.8,69.3,9.4,3.0,1.0,1.0,1.0,4,5,5,1
149,4129,3174,7303,79,1790,1633,116,41,22,365,1303,3093,2339,2306,18,15,57,377,1871,4210,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-30,20.2,0.0,1.9,69.8,4.6,2.25,0.0,0.0,0.0,2,5,5,1
150,5134,21142,26276,117,2386,1900,418,68,45,992,1973,4359,2748,2662,50,36,72,617,2962,5710,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-05-31,20.9,0.0,1.9,58.9,0.9,0.0,0.0,0.0,0.0,1,5,4,1
151,6257,3712,9969,106,3690,1773,1830,87,43,2212,1601,5291,2567,2273,167,127,63,906,2111,4678,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-01,23.8,0.0,1.9,50.4,0.0,0.0,0.0,0.0,0.0,1,6,3,1
152,20225,6116,26341,208,11428,9919,229,1280,110,398,3374,14802,8797,8171,139,487,98,33,2742,11539,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2018-06-02,23.4,0.0,2.0,44.5,1.4,0.0,0.0,0.0,0.0,1,6,3,1
153,20260,5548,25808,202,11348,9878,224,1246,101,60,3251,14599,8912,8214,160,538,101,33,2297,11209,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018-06-03,24.0,0.0,1.6,39.4,4.0,0.0,0.0,0.0,0.0,2,6,2,1
154,3232,2690,5922,138,1536,1417,29,90,39,39,1078,2614,1696,1662,15,19,99,244,1612,3308,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2018-06-04,22.6,0.0,1.9,50.1,7.9,0.0,0.0,0.0,0.0,3,6,3,1
155,4678,4349,9027,111,2843,1417,1262,164,37,1783,1762,4605,1835,1792,14,29,74,1019,2587,4422,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2018-06-05,23.7,0.0,1.7,52.5,1.4,0.0,0.0,0.0,0.0,1,6,4,1
156,22109,7835,29944,261,13393,11317,429,1647,130,226,4590,17983,8716,7888,239,589,131,112,3245,11961,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-06,23.0,0.0,2.0,62.9,1.0,0.0,0.0,0.0,0.0,1,6,5,1
157,3102,3069,6171,56,1715,1137,505,73,29,724,1258,2973,1387,1367,7,13,27,591,1811,3198,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-07,22.2,0.0,2.0,69.3,4.5,0.0,0.0,0.0,0.0,2,6,5,1
158,3315,3842,7157,120,1703,1350,229,124,32,450,1888,3591,1612,1552,25,35,88,723,1954,3566,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-08,21.9,0.0,2.1,68.0,5.5,0.0,0.0,0.0,0.0,2,5,5,1
159,13365,4671,18036,116,8474,7386,220,868,42,253,3045,11519,4891,4440,153,298,74,102,1626,6517,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2018-06-09,23.7,0.5,1.4,60.6,6.6,5.0,0.3,0.5,0.5,3,6,5,1
160,15026,4302,19328,171,10446,9028,157,1261,86,89,2743,13189,4580,4227,60,293,85,0,1559,6139,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018-06-10,21.3,0.5,1.4,59.9,9.5,4.67,0.5,0.5,0.5,4,5,4,1
161,1828,1798,3626,39,1358,1203,66,89,17,195,936,2294,470,466,2,2,22,254,862,1332,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2018-06-11,20.2,5.0,1.4,67.3,8.5,5.42,1.5,4.5,5.0,3,5,5,1
162,2997,2550,5547,42,2407,1342,836,229,27,1291,1645,4052,590,578,5,7,15,257,905,1495,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2018-06-12,21.3,0.0,1.7,65.5,4.5,1.08,0.0,0.0,0.0,2,5,5,1
163,13317,4680,17997,205,10967,9444,239,1284,170,0,3727,14694,2350,2125,43,182,35,0,953,3303,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-13,22.0,0.0,1.5,64.0,7.4,0.33,0.0,0.0,0.0,3,6,5,1
164,962,804,1766,33,828,781,12,35,31,62,607,1435,134,130,1,3,2,0,197,331,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-14,21.6,29.0,1.1,74.9,9.5,7.08,6.0,19.5,29.0,4,5,5,1
165,2311,2051,4362,38,2037,1441,422,174,38,744,1287,3324,274,269,2,3,0,309,764,1038,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-15,21.7,16.5,1.4,60.8,6.1,4.17,4.5,11.5,16.5,3,5,5,1
166,11555,3652,15207,38,10020,8739,167,1114,18,70,3020,13040,1535,1415,14,106,20,0,632,2167,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2018-06-16,22.5,0.0,1.4,56.4,0.8,0.0,0.0,0.0,0.0,1,6,4,1
167,9181,3073,12254,130,7952,6841,136,975,118,30,2673,10625,1229,1122,26,81,12,0,400,1629,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018-06-17,22.8,0.0,1.3,66.9,7.8,0.0,0.0,0.0,0.0,3,6,5,1
168,1166,1266,2432,23,967,894,16,57,19,129,965,1932,199,191,4,4,4,63,301,500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2018-06-18,24.8,0.0,1.5,54.9,3.6,0.0,0.0,0.0,0.0,2,6,4,1
169,2110,1671,3781,60,1924,906,18,1000,57,1089,1204,3128,186,172,2,12,3,133,467,653,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2018-06-19,22.4,0.0,1.8,61.3,8.1,0.0,0.0,0.0,0.0,3,6,5,1
170,1514,1698,3212,56,1300,1093,95,112,37,350,942,2242,214,204,3,7,19,403,756,970,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-20,22.7,0.0,2.3,68.1,5.4,0.0,0.0,0.0,0.0,2,6,5,1
171,1225,1668,2893,25,1007,960,20,27,16,229,1241,2248,218,213,1,4,9,226,427,645,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-21,23.7,0.0,2.2,60.1,3.0,0.0,0.0,0.0,0.0,2,6,5,1
172,14422,1600,16022,49,14255,1792,11570,893,43,13391,1270,15525,167,158,6,3,6,71,330,497,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-22,25.0,0.0,1.8,45.1,5.1,0.0,0.0,0.0,0.0,2,6,3,1
173,6410,2435,8845,99,5721,5082,76,563,80,31,2120,7841,689,622,6,61,19,30,315,1004,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2018-06-23,24.5,0.0,2.0,50.6,8.0,0.0,0.0,0.0,0.0,3,6,3,1
174,4906,1647,6553,193,4474,3939,74,461,174,30,1452,5926,432,396,2,34,19,0,195,627,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018-06-24,25.2,0.0,1.9,62.8,4.0,0.0,0.0,0.0,0.0,2,6,5,1
175,1180,1104,2284,94,1062,1004,20,38,89,108,914,1976,118,112,0,6,5,62,190,308,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2018-06-25,27.1,0.0,1.2,57.1,7.9,0.0,0.0,0.0,0.0,3,7,4,1
176,13560,206,13766,5,12943,11751,154,1038,5,12927,189,13132,617,2,615,0,0,0,17,634,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2018-06-26,22.3,71.5,2.4,88.3,10.0,20.17,7.0,18.5,71.5,4,6,5,1
177,944,1042,1986,38,836,768,13,55,37,0,803,1639,108,104,2,2,1,72,239,347,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-27,22.3,1.0,2.0,81.9,8.8,8.83,0.5,0.5,1.0,3,6,5,1
178,764,1205,1969,20,700,643,12,45,16,194,983,1683,64,60,2,2,4,60,222,286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-28,23.3,26.5,1.1,85.1,9.5,7.5,11.0,22.5,26.5,4,6,5,1
179,7072,1028,8100,30,6915,888,5856,171,21,5965,785,7700,157,125,28,4,9,102,243,400,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-29,24.7,6.5,1.5,78.5,7.3,7.67,3.5,4.5,6.5,3,6,5,1
180,1998,1606,3604,41,1845,1567,56,222,38,30,1107,2952,153,142,5,6,3,0,135,288,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2018-06-30,24.4,14.5,0.9,83.8,9.1,4.33,4.5,9.9,14.5,4,6,5,0
181,114,297,411,4,107,91,2,14,2,0,264,371,7,7,0,0,2,0,33,40,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-07-01,21.9,83.5,0.8,94.6,9.9,19.25,9.5,20.5,83.5,4,5,5,0
182,105,229,334,15,97,94,1,2,15,0,210,307,8,7,0,1,0,0,19,27,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-07-02,22.6,59.5,0.7,95.4,9.6,21.58,8.0,25.0,59.5,4,6,5,0
183,826,951,1777,35,779,700,32,47,31,30,801,1580,47,47,0,0,4,43,150,197,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-07-03,27.4,0.1,0.8,74.4,6.0,1.58,0.1,0.1,0.1,3,7,5,0
184,679,889,1568,47,625,571,23,31,37,36,768,1393,54,49,1,4,10,0,121,175,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-04,27.3,0.0,1.7,69.6,7.1,0.0,0.0,0.0,0.0,3,7,5,1
185,556,727,1283,53,516,457,32,27,53,0,667,1183,40,37,3,0,0,0,60,100,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-05,25.3,0.5,1.2,72.8,8.6,2.67,0.5,0.5,0.5,3,6,5,1
186,1221,1197,2418,51,1086,947,57,82,44,95,1023,2109,135,125,1,9,7,37,174,309,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-06,23.9,0.0,1.8,57.8,8.5,0.0,0.0,0.0,0.0,3,6,4,1
187,8313,2866,11179,68,7668,6708,156,804,53,99,2439,10107,645,600,9,36,15,0,427,1072,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-07-07,23.7,0.0,1.6,51.4,3.6,0.0,0.0,0.0,0.0,2,6,3,1
188,9309,2898,12207,106,8343,7195,180,968,96,35,2632,10975,966,866,11,89,10,0,266,1232,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-07-08,23.3,0.0,1.5,51.5,7.0,0.0,0.0,0.0,0.0,3,6,3,1
189,183,391,574,21,153,137,4,12,6,0,348,501,30,27,1,2,15,0,43,73,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-07-09,20.8,14.0,1.1,82.3,9.9,17.58,3.5,9.5,14.0,4,5,5,1
190,772,842,1614,32,723,614,63,46,31,63,771,1494,49,45,3,1,1,0,71,120,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-07-10,23.7,16.5,0.7,87.8,9.8,8.67,4.0,9.5,16.5,4,6,5,0
191,680,727,1407,35,629,542,36,51,35,31,671,1300,51,47,0,4,0,0,56,107,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-11,26.8,3.0,1.3,82.9,9.6,10.58,0.5,1.0,3.0,4,6,5,1
192,1665,852,2517,42,1613,1089,37,487,42,925,780,2393,52,49,1,2,0,0,72,124,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-12,26.6,1.0,1.5,82.4,7.5,6.08,0.5,0.5,1.0,3,6,5,1
193,664,692,1356,24,614,529,51,34,23,84,633,1247,50,41,1,8,1,0,59,109,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-13,27.3,0.0,1.8,74.8,6.4,0.0,0.0,0.0,0.0,3,7,5,1
194,2638,1280,3918,125,2484,2127,90,267,122,0,1148,3632,154,142,1,11,3,0,132,286,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-07-14,27.9,0.0,1.9,69.6,5.0,0.33,0.0,0.0,0.0,2,7,5,1
195,2003,1028,3031,38,1890,1591,116,183,29,67,918,2808,113,101,5,7,9,0,110,223,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-07-15,28.3,0.0,1.6,69.6,2.6,0.0,0.0,0.0,0.0,1,7,5,1
196,364,488,852,42,349,316,7,26,42,0,401,750,15,14,0,1,0,0,87,102,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-07-16,28.7,0.0,1.7,64.3,0.4,0.0,0.0,0.0,0.0,1,7,5,1
197,565,574,1139,40,522,296,196,30,40,183,506,1028,43,13,30,0,0,30,68,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-07-17,28.1,0.0,1.7,66.5,1.3,0.0,0.0,0.0,0.0,1,7,5,1
198,14145,552,14697,43,11223,10310,387,526,38,10866,490,11713,2922,12,2909,1,5,0,62,2984,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-18,28.2,0.0,1.6,64.8,0.8,0.0,0.0,0.0,0.0,1,7,5,1
199,346,553,899,58,322,254,40,28,57,0,481,803,24,21,2,1,1,0,72,96,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-19,28.7,0.0,1.6,64.1,0.1,0.0,0.0,0.0,0.0,1,7,5,1
200,375,381,756,25,357,224,98,35,25,63,359,716,18,13,2,3,0,0,22,40,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-20,29.5,0.0,1.5,62.6,0.4,0.0,0.0,0.0,0.0,1,7,5,1
201,747,790,1537,40,724,637,27,60,40,32,711,1435,23,23,0,0,0,0,79,102,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-07-21,30.6,0.0,1.5,53.6,0.3,0.0,0.0,0.0,0.0,1,7,4,1
202,690,538,1228,129,660,570,35,55,121,0,479,1139,30,27,2,1,8,0,59,89,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-07-22,31.8,0.0,1.4,49.6,3.5,0.0,0.0,0.0,0.0,2,7,3,1
