,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
101,330,540,870,21,311,258,8,45,21,30,505,816,19,17,0,2,0,0,35,54,1,0,0,0,0,0,0,0,0,1,0,1,2017-07-07,26.4,16.5,2.0,80.8,9.5,10.67,4.5,9.0,16.5,4,6,5,1
102,955,745,1700,77,913,796,24,93,75,30,721,1634,42,36,1,5,2,0,24,66,0,0,0,0,0,1,0,0,0,1,0,1,2017-07-08,26.0,4.5,2.6,83.3,9.9,8.17,1.5,1.5,4.5,4,6,5,1
103,2218,1222,3440,151,2073,1779,72,222,141,0,1088,3161,145,124,4,17,10,0,134,279,0,0,0,0,1,0,0,0,0,1,0,1,2017-07-09,26.3,32.5,1.0,88.0,9.6,11.1,8.0,8.0,32.5,4,6,5,1
104,73,265,338,12,67,63,2,2,12,0,254,321,6,6,0,0,0,0,11,17,0,0,0,1,0,0,0,0,0,1,0,1,2017-07-10,24.0,144.5,2.3,96.5,10.0,21.08,9.0,32.0,144.5,4,6,5,1
105,591,889,1480,51,565,449,46,70,49,91,831,1396,26,24,0,2,2,0,58,84,0,0,0,0,0,0,1,0,0,1,0,1,2017-07-11,26.0,1.0,2.1,81.4,8.8,2.25,0.5,1.0,1.0,3,6,5,1
106,859,738,1597,44,826,454,315,57,41,224,618,1444,33,33,0,0,3,55,120,153,0,0,1,0,0,0,0,0,0,1,0,1,2017-07-12,27.1,0.0,2.3,75.9,6.1,3.92,0.0,0.0,0.0,3,7,5,1
107,536,640,1176,57,512,443,26,43,57,0,610,1122,24,23,1,0,0,0,30,54,0,1,0,0,0,0,0,0,0,1,0,1,2017-07-13,27.6,0.0,1.5,71.0,2.6,0.0,0.0,0.0,0.0,1,7,5,1
108,654,695,1349,74,629,465,115,49,73,218,663,1292,25,21,2,2,1,0,32,57,1,0,0,0,0,0,0,0,0,1,0,1,2017-07-14,28.7,0.0,2.1,68.4,7.0,0.5,0.0,0.0,0.0,3,7,5,1
109,1007,928,1935,88,961,818,62,81,83,72,880,1841,46,39,1,6,5,0,48,94,0,0,0,0,0,1,0,0,0,1,0,1,2017-07-15,25.0,42.5,2.2,89.0,10.0,15.67,8.0,17.5,42.5,4,6,5,1
110,3254,1335,4589,78,2994,2636,75,283,75,0,1196,4190,260,221,9,30,3,0,139,399,0,0,0,0,1,0,0,0,0,1,0,1,2017-07-16,26.2,22.5,1.4,83.4,9.4,7.08,5.0,12.5,22.5,4,6,5,1
111,567,621,1188,11,536,472,21,43,11,31,576,1112,31,31,0,0,0,0,45,76,0,0,0,1,0,0,0,0,0,1,0,1,2017-07-17,26.8,7.5,2.0,77.3,9.1,2.17,5.0,6.5,7.5,4,6,5,1
112,692,766,1458,68,667,563,50,54,64,74,709,1376,25,23,0,2,4,0,57,82,0,0,0,0,0,0,1,0,0,1,0,1,2017-07-18,26.5,2.5,1.6,80.6,7.4,8.83,0.5,1.0,2.5,3,6,5,1
113,537,643,1180,42,512,441,21,50,39,0,586,1098,25,24,0,1,3,0,57,82,0,0,1,0,0,0,0,0,0,1,0,1,2017-07-19,28.3,0.0,1.8,71.4,5.9,0.0,0.0,0.0,0.0,2,7,5,1
114,395,536,931,81,369,310,29,30,81,0,506,875,26,23,1,2,0,0,30,56,0,1,0,0,0,0,0,0,0,1,0,1,2017-07-20,29.9,0.0,2.2,66.1,2.4,0.0,0.0,0.0,0.0,1,7,5,1
115,595,481,1076,62,568,346,189,33,60,177,452,1020,27,24,2,1,2,0,29,56,1,0,0,0,0,0,0,0,0,1,0,1,2017-07-21,29.8,0.0,2.5,73.1,8.6,0.0,0.0,0.0,0.0,3,7,5,1
116,1437,1064,2501,154,1353,1161,53,139,154,33,981,2334,84,77,0,7,0,0,83,167,0,0,0,0,0,1,0,0,0,1,0,1,2017-07-22,29.3,0.5,2.3,75.8,9.5,6.5,0.2,0.4,0.5,4,7,5,1
117,357,339,696,20,329,292,11,26,16,36,310,639,28,27,1,0,4,0,29,57,0,0,0,0,1,0,0,0,0,1,0,1,2017-07-23,27.0,133.5,2.1,89.5,9.8,8.0,11.5,48.0,133.5,4,7,5,1
118,304,392,696,57,293,234,31,28,51,0,361,654,11,8,2,1,6,0,31,42,0,0,0,1,0,0,0,0,0,1,0,1,2017-07-24,26.2,3.0,1.2,82.3,9.4,3.75,1.0,2.0,3.0,4,6,5,1
119,602,716,1318,54,567,474,48,45,53,44,653,1220,35,33,1,1,1,0,63,98,0,0,0,0,0,0,1,0,0,1,0,1,2017-07-25,29.4,0.0,1.9,64.1,4.3,0.0,0.0,0.0,0.0,2,7,5,1
120,701,566,1267,100,679,523,80,76,96,0,543,1222,22,17,3,2,4,0,23,45,0,0,1,0,0,0,0,0,0,1,0,1,2017-07-26,28.7,0.0,2.7,55.6,3.5,0.0,0.0,0.0,0.0,2,7,4,1
121,10159,730,10889,93,10084,7629,119,2336,91,9074,698,10782,75,67,2,6,2,0,32,107,0,1,0,0,0,0,0,0,0,1,0,1,2017-07-27,27.1,3.5,1.9,62.5,9.4,3.33,1.5,3.5,3.5,4,7,5,1
122,403,369,772,47,387,317,11,59,47,0,340,727,16,15,0,1,0,0,29,45,1,0,0,0,0,0,0,0,0,1,0,1,2017-07-28,25.5,8.5,1.5,92.1,9.6,13.25,1.0,2.0,8.5,4,6,5,1
123,4360,1474,5834,69,4006,3436,127,443,64,111,1312,5318,354,320,4,30,5,0,162,516,0,0,0,0,0,1,0,0,0,1,0,1,2017-07-29,27.2,0.0,2.3,72.3,7.5,0.75,0.0,0.0,0.0,3,7,5,1
124,4426,1335,5761,286,4199,3625,178,396,265,70,1248,5447,227,203,7,17,21,0,87,314,0,0,0,0,1,0,0,0,0,1,0,1,2017-07-30,27.9,0.0,1.9,64.4,7.9,0.0,0.0,0.0,0.0,3,7,5,1
125,1409,362,1771,55,1385,976,30,379,55,0,352,1737,24,20,1,3,0,0,10,34,0,0,0,1,0,0,0,0,0,1,0,1,2017-07-31,25.7,3.5,1.4,82.3,9.6,10.08,0.5,2.0,3.5,4,6,5,1
126,2562,1370,3932,177,2471,2045,113,313,177,30,1302,3773,91,78,5,8,0,0,68,159,0,0,0,0,0,0,1,0,0,1,0,1,2017-08-01,28.6,2.0,1.7,73.0,7.0,3.25,1.0,1.5,2.0,3,7,5,1
127,1320,656,1976,57,1267,1022,91,154,57,0,633,1900,53,47,1,5,0,0,23,76,0,0,1,0,0,0,0,0,0,1,0,1,2017-08-02,30.0,0.0,1.3,71.9,5.1,0.0,0.0,0.0,0.0,2,7,5,1
128,1301,622,1923,181,1213,980,78,155,181,0,570,1783,88,73,4,11,0,0,52,140,0,1,0,0,0,0,0,0,0,1,0,1,2017-08-03,30.2,0.0,2.2,60.6,5.6,0.0,0.0,0.0,0.0,2,7,5,1
129,1638,526,2164,52,1576,1243,124,209,52,46,499,2075,62,55,2,5,0,0,27,89,1,0,0,0,0,0,0,0,0,1,0,1,2017-08-04,30.3,0.0,2.1,60.1,6.3,0.0,0.0,0.0,0.0,3,7,5,1
130,1879,866,2745,135,1813,1548,74,191,135,30,792,2605,66,54,9,3,0,0,74,140,0,0,0,0,0,1,0,0,0,1,0,1,2017-08-05,31.4,0.0,1.9,63.0,4.1,0.25,0.0,0.0,0.0,2,7,5,1
131,1506,844,2350,105,1456,1209,84,163,103,0,750,2206,50,41,3,6,2,0,94,144,0,0,0,0,1,0,0,0,0,1,0,1,2017-08-06,29.8,5.0,1.9,71.9,6.9,1.33,5.0,5.0,5.0,3,7,5,1
132,725,511,1236,62,690,535,53,102,59,0,469,1159,35,30,3,2,3,0,42,77,0,0,0,1,0,0,0,0,0,1,0,1,2017-08-07,29.2,0.0,2.4,68.1,3.3,0.0,0.0,0.0,0.0,2,7,5,1
133,867,637,1504,117,837,631,71,135,112,0,603,1440,30,28,1,1,5,0,34,64,0,0,0,0,0,0,1,0,0,1,0,1,2017-08-08,28.2,0.0,1.9,67.1,8.0,0.0,0.0,0.0,0.0,3,7,5,1
134,991,610,1601,89,957,690,120,147,89,0,572,1529,34,31,0,3,0,0,38,72,0,0,1,0,0,0,0,0,0,1,0,1,2017-08-09,27.6,2.5,2.3,66.4,9.1,3.83,1.0,2.0,2.5,4,7,5,1
135,481,462,943,53,466,337,61,68,52,31,453,919,15,13,0,2,1,0,9,24,0,1,0,0,0,0,0,0,0,1,0,1,2017-08-10,24.8,5.5,2.0,89.9,9.9,21.0,0.5,1.5,5.5,4,6,5,1
136,1234,669,1903,41,1169,905,71,193,39,104,637,1806,65,54,3,8,2,0,32,97,1,0,0,0,0,0,0,0,0,1,0,1,2017-08-11,27.0,0.5,2.3,72.5,5.9,2.0,0.5,0.5,0.5,2,7,5,1
137,4749,1647,6396,92,4525,3874,113,538,85,39,1501,6026,224,208,5,11,7,0,146,370,0,0,0,0,0,1,0,0,0,1,0,1,2017-08-12,27.8,0.0,2.1,60.3,5.6,0.0,0.0,0.0,0.0,2,7,5,1
138,7791,2580,10371,345,7270,6214,211,845,337,45,2409,9679,521,466,16,39,8,0,171,692,0,0,0,0,1,0,0,0,0,1,0,1,2017-08-13,26.3,0.0,2.8,62.1,8.9,1.58,0.0,0.0,0.0,3,6,5,1
139,1133,714,1847,105,1099,799,47,253,104,44,696,1795,34,28,0,6,1,0,18,52,0,0,0,1,0,0,0,0,0,1,0,1,2017-08-14,24.6,1.5,3.6,67.5,9.6,10.25,0.5,1.0,1.5,4,6,5,2
140,409,422,831,15,398,319,24,55,15,0,387,785,11,10,0,1,0,0,35,46,0,0,0,0,0,0,1,0,0,1,0,1,2017-08-15,21.9,93.5,3.6,93.8,10.0,22.42,8.5,35.5,93.5,4,5,5,2
141,1304,707,2011,46,1202,955,30,217,46,0,654,1856,102,84,3,15,0,0,53,155,0,0,1,0,0,0,0,0,0,1,0,1,2017-08-16,23.3,2.0,3.7,80.5,9.6,7.92,0.5,1.5,2.0,4,6,5,2
142,1011,872,1883,67,954,765,25,164,64,0,810,1764,57,49,0,8,3,0,62,119,0,1,0,0,0,0,0,0,0,1,0,1,2017-08-17,24.8,0.5,2.1,77.1,8.1,1.58,0.5,0.5,0.5,3,6,5,1
143,1701,1072,2773,86,1643,1336,39,268,86,46,1021,2664,58,54,0,4,0,0,51,109,1,0,0,0,0,0,0,0,0,1,0,1,2017-08-18,26.3,0.0,1.3,75.6,8.3,0.5,0.0,0.0,0.0,3,6,5,1
144,7960,2715,10675,168,7393,6352,150,891,147,69,2536,9929,567,498,20,49,21,0,179,746,0,0,0,0,0,1,0,0,0,1,0,1,2017-08-19,26.1,0.0,2.0,75.8,8.1,5.0,0.0,0.0,0.0,3,6,5,1
145,948,505,1453,51,915,785,24,106,48,0,473,1388,33,26,3,4,3,0,32,65,0,0,0,0,1,0,0,0,0,1,0,1,2017-08-20,23.2,124.5,2.9,95.6,10.0,22.75,13.0,32.5,124.5,4,6,5,1
146,3763,629,4392,52,3743,522,3111,110,52,3152,604,4347,20,18,0,2,0,0,25,45,0,0,0,1,0,0,0,0,0,1,0,1,2017-08-21,25.8,5.0,2.4,81.5,7.6,4.42,2.0,2.5,5.0,3,6,5,1
147,1434,979,2413,78,1332,1114,23,195,72,0,867,2199,102,82,2,18,6,0,112,214,0,0,0,0,0,0,1,0,0,1,0,1,2017-08-22,27.3,0.0,1.9,70.6,4.4,0.0,0.0,0.0,0.0,2,7,5,1
148,345,379,724,24,327,273,7,47,23,0,359,686,18,16,0,2,1,0,20,38,0,0,1,0,0,0,0,0,0,1,0,1,2017-08-23,27.2,31.5,2.6,84.1,9.4,9.92,6.5,16.5,31.5,4,7,5,1
149,162,410,572,23,160,133,6,21,23,0,388,548,2,1,0,1,0,0,22,24,0,1,0,0,0,0,0,0,0,1,0,1,2017-08-24,26.5,14.0,4.0,85.3,7.9,11.42,3.0,6.5,14.0,3,6,5,4
150,1351,933,2284,33,1292,1110,74,108,33,30,828,2120,59,59,0,0,0,0,105,164,1,0,0,0,0,0,0,0,0,1,0,1,2017-08-25,25.3,0.0,1.7,61.9,6.0,0.0,0.0,0.0,0.0,3,6,5,1
151,11083,3391,14474,139,10282,9028,157,1097,122,75,3042,13324,801,693,22,86,17,0,349,1150,0,0,0,0,0,1,0,0,0,1,0,1,2017-08-26,24.2,0.0,2.0,54.5,1.9,0.0,0.0,0.0,0.0,1,6,4,1
152,12944,3854,16798,194,11987,10443,212,1332,186,34,3426,15413,957,846,19,92,8,0,428,1385,0,0,0,0,1,0,0,0,0,1,0,1,2017-08-27,22.7,0.0,1.4,62.0,8.3,0.75,0.0,0.0,0.0,3,6,5,1
153,760,709,1469,36,725,662,9,54,34,0,659,1384,35,35,0,0,2,0,50,85,0,0,0,1,0,0,0,0,0,1,0,1,2017-08-28,21.5,9.0,1.5,73.1,9.1,5.0,2.0,5.5,9.0,4,5,5,1
154,2016,1420,3436,60,1819,1724,14,81,57,96,1314,3133,197,192,0,5,3,0,106,303,0,0,0,0,0,0,1,0,0,1,0,1,2017-08-29,19.5,0.0,3.2,51.4,6.5,0.0,0.0,0.0,0.0,3,5,3,2
155,1677,1183,2860,16,1533,1461,27,45,14,42,994,2527,144,142,1,1,2,32,189,333,0,0,1,0,0,0,0,0,0,1,0,1,2017-08-30,19.8,0.0,1.5,55.8,7.1,0.0,0.0,0.0,0.0,3,5,4,1
156,1872,1345,3217,40,1732,1587,73,72,40,198,1209,2941,140,135,2,3,0,0,136,276,0,1,0,0,0,0,0,0,0,1,0,1,2017-08-31,22.2,0.0,1.6,62.4,0.9,0.0,0.0,0.0,0.0,1,6,5,1
157,2139,1290,3429,43,2005,1670,174,161,42,137,1168,3173,134,124,4,6,1,0,122,256,1,0,0,0,0,0,0,1,0,0,0,0,2017-09-01,23.3,0.0,2.2,56.0,0.4,0.0,0.0,0.0,0.0,1,6,4,1
158,17375,5938,23313,127,15922,13960,187,1775,125,34,5468,21390,1453,1281,51,121,2,0,470,1923,0,0,0,0,0,1,0,1,0,0,0,0,2017-09-02,23.8,0.0,1.8,59.0,2.9,0.0,0.0,0.0,0.0,1,6,4,1
159,17551,6440,23991,180,16044,14056,240,1748,157,60,6085,22129,1507,1362,20,125,23,0,355,1862,0,0,0,0,1,0,0,1,0,0,0,0,2017-09-03,23.7,0.0,1.6,64.0,3.0,0.0,0.0,0.0,0.0,2,6,5,1
160,1740,1171,2911,127,1605,1510,22,73,118,0,990,2595,135,131,0,4,9,35,181,316,0,0,0,1,0,0,0,1,0,0,0,0,2017-09-04,24.6,0.0,1.6,53.8,6.1,0.0,0.0,0.0,0.0,3,6,4,1
161,1008,1176,2184,70,948,827,19,102,69,91,988,1936,60,57,1,2,1,98,188,248,0,0,0,0,0,0,1,1,0,0,0,0,2017-09-05,21.9,0.0,1.7,62.4,8.8,2.42,0.0,0.0,0.0,3,5,5,1
162,877,926,1803,14,843,340,490,13,14,474,801,1644,34,29,0,5,0,61,125,159,0,0,1,0,0,0,0,1,0,0,0,0,2017-09-06,20.6,2.0,1.2,75.5,9.6,9.67,0.5,1.0,2.0,4,5,5,1
163,2517,1936,4453,53,2362,1792,14,556,53,252,1388,3750,155,154,0,1,0,388,548,703,0,1,0,0,0,0,0,1,0,0,0,0,2017-09-07,22.4,0.0,1.4,73.3,5.6,0.0,0.0,0.0,0.0,2,6,5,1
164,2637,1539,4176,13,2486,1306,914,266,10,1485,1351,3837,151,134,16,1,3,36,188,339,1,0,0,0,0,0,0,1,0,0,0,0,2017-09-08,24.3,0.0,1.7,67.5,3.8,0.0,0.0,0.0,0.0,2,6,5,1
165,12034,5269,17303,126,11125,9624,161,1340,120,296,4972,16097,909,742,47,120,6,0,297,1206,0,0,0,0,0,1,0,1,0,0,0,0,2017-09-09,23.8,0.0,1.4,70.1,2.8,0.0,0.0,0.0,0.0,1,6,5,1
166,12394,4135,16529,211,11269,9678,186,1405,211,46,3705,14974,1125,970,25,130,0,0,430,1555,0,0,0,0,1,0,0,1,0,0,0,0,2017-09-10,23.0,0.5,1.4,74.3,9.3,4.67,0.4,0.4,0.5,4,6,5,1
167,10287,669,10956,27,10204,7181,157,2866,23,9598,606,10810,83,78,1,4,4,0,63,146,0,0,0,1,0,0,0,1,0,0,0,0,2017-09-11,21.2,24.0,1.7,79.8,7.6,10.33,2.5,9.0,24.0,3,5,5,1
168,1932,1868,3800,43,1700,1206,466,28,38,609,1366,3066,232,223,4,5,5,267,502,734,0,0,0,0,0,0,1,1,0,0,0,0,2017-09-12,22.1,0.0,1.9,58.6,0.6,0.0,0.0,0.0,0.0,1,6,4,1
169,1767,2108,3875,20,1573,1462,68,43,20,353,1532,3105,194,190,0,4,0,220,576,770,0,0,1,0,0,0,0,1,0,0,0,0,2017-09-13,21.4,0.0,1.9,49.3,0.0,0.0,0.0,0.0,0.0,1,5,3,1
170,1529,1480,3009,29,1368,1266,18,84,25,98,1126,2494,161,154,5,2,4,224,354,515,0,1,0,0,0,0,0,1,0,0,0,0,2017-09-14,22.4,0.0,1.7,48.8,1.5,0.0,0.0,0.0,0.0,1,6,3,1
171,2972,2743,5715,30,2738,1705,899,134,29,1719,2154,4892,234,218,3,13,1,193,589,823,1,0,0,0,0,0,0,1,0,0,0,0,2017-09-15,22.6,0.0,3.6,48.4,3.9,0.0,0.0,0.0,0.0,2,6,3,2
172,16130,4751,20881,153,14803,12575,235,1993,150,426,4179,18982,1327,1121,73,133,3,0,572,1899,0,0,0,0,0,1,0,1,0,0,0,0,2017-09-16,22.0,0.0,3.6,50.9,3.1,0.0,0.0,0.0,0.0,2,6,3,2
173,16453,5246,21699,221,15120,13152,175,1793,207,36,4824,19944,1333,1203,14,116,14,0,422,1755,0,0,0,0,1,0,0,1,0,0,0,0,2017-09-17,23.1,0.0,2.7,51.3,3.5,0.0,0.0,0.0,0.0,2,6,3,1
174,2329,1867,4196,17,2079,1778,13,288,17,312,1449,3528,250,221,11,18,0,108,418,668,0,0,0,1,0,0,0,1,0,0,0,0,2017-09-18,21.9,0.0,2.1,62.8,1.8,0.0,0.0,0.0,0.0,1,5,5,1
175,756,1557,2313,32,683,507,3,173,31,493,1311,1994,73,72,0,1,1,100,246,319,0,0,0,0,0,0,1,1,0,0,0,0,2017-09-19,22.6,8.0,3.0,79.1,7.9,1.5,5.0,8.0,8.0,3,6,5,2
176,4111,2038,6149,19,3890,1354,2127,409,18,2618,1484,5374,221,210,6,5,1,184,554,775,0,0,1,0,0,0,0,1,0,0,0,0,2017-09-20,19.5,0.0,2.4,48.9,0.8,0.0,0.0,0.0,0.0,1,5,3,1
177,1920,2880,4800,44,1694,1380,19,295,44,759,2119,3813,226,223,0,3,0,348,761,987,0,1,0,0,0,0,0,1,0,0,0,0,2017-09-21,20.3,0.0,1.6,57.3,0.5,0.0,0.0,0.0,0.0,1,5,4,1
178,3324,3959,7283,53,3046,1538,1175,333,49,2835,2770,5816,278,277,0,1,4,603,1189,1467,1,0,0,0,0,0,0,1,0,0,0,0,2017-09-22,20.6,0.0,2.1,60.8,3.5,0.0,0.0,0.0,0.0,2,5,5,1
179,11369,6146,17515,92,10546,8356,200,1990,81,2691,4420,14966,823,761,9,53,11,1581,1726,2549,0,0,0,0,0,1,0,1,0,0,0,0,2017-09-23,21.8,0.0,1.6,69.8,6.6,0.33,0.0,0.0,0.0,3,5,5,1
180,10563,3957,14520,127,9852,8386,183,1283,124,725,3729,13581,711,603,32,76,3,0,228,939,0,0,0,0,1,0,0,1,0,0,0,0,2017-09-24,22.4,0.0,2.0,71.5,6.9,0.75,0.0,0.0,0.0,3,6,5,1
181,1430,1092,2522,13,1364,1163,16,185,13,162,958,2322,66,60,2,4,0,0,134,200,0,0,0,1,0,0,0,1,0,0,0,0,2017-09-25,23.4,0.0,1.4,58.0,2.5,0.0,0.0,0.0,0.0,1,6,4,1
182,1513,2067,3580,32,1440,957,83,400,32,762,1592,3032,73,72,0,1,0,230,475,548,0,0,0,0,0,0,1,1,0,0,0,0,2017-09-26,25.1,0.0,1.9,57.0,4.9,3.58,0.0,0.0,0.0,2,6,4,1
183,1315,1179,2494,14,1291,529,172,590,14,895,976,2267,24,24,0,0,0,81,203,227,0,0,1,0,0,0,0,1,0,0,0,0,2017-09-27,22.7,0.5,1.7,66.4,8.8,10.25,0.5,0.5,0.5,3,6,5,1
184,2089,1942,4031,6,1882,1129,67,686,3,943,1464,3346,207,203,4,0,3,253,478,685,0,1,0,0,0,0,0,1,0,0,0,0,2017-09-28,19.2,0.0,2.8,49.1,2.5,0.0,0.0,0.0,0.0,1,5,3,1
185,4760,1778,6538,57,4587,1164,1565,1858,51,3338,1413,6000,173,114,59,0,6,163,365,538,1,0,0,0,0,0,0,1,0,0,0,0,2017-09-29,17.4,0.0,2.2,39.3,3.1,0.0,0.0,0.0,0.0,2,5,2,1
186,9835,2877,12712,64,9082,7808,302,972,48,103,2565,11647,753,579,14,160,16,0,312,1065,0,0,0,0,0,1,0,1,0,0,0,0,2017-09-30,20.0,0.0,1.5,64.9,3.5,0.0,0.0,0.0,0.0,2,5,5,1
187,4305,2108,6413,107,4029,3301,137,591,107,0,1998,6027,276,242,7,27,0,0,110,386,0,0,0,0,1,0,0,1,0,0,0,0,2017-10-01,18.2,4.0,2.3,74.8,8.9,10.83,0.5,1.1,4.0,3,5,5,1
188,16443,4944,21387,186,14944,12864,327,1753,143,0,4688,19632,1499,1354,28,117,43,0,256,1755,0,0,0,1,0,0,0,1,0,0,0,0,2017-10-02,22.0,1.5,2.3,62.3,2.6,3.5,0.5,1.0,1.5,1,6,5,1
189,12770,3719,16489,438,11592,9968,315,1309,394,0,3365,14957,1178,981,45,152,44,0,354,1532,0,0,0,0,0,0,1,1,0,0,0,0,2017-10-03,17.6,0.0,2.3,49.8,5.8,0.0,0.0,0.0,0.0,2,5,3,1
190,15332,3888,19220,1174,14010,12111,463,1436,1091,0,3584,17594,1322,1177,33,112,83,0,304,1626,0,0,1,0,0,0,0,1,0,0,0,0,2017-10-04,16.7,0.0,1.8,48.5,6.6,0.0,0.0,0.0,0.0,3,5,3,1
191,24914,7662,32576,701,22794,19440,624,2730,652,0,7195,29989,2120,1882,56,182,49,0,467,2587,0,1,0,0,0,0,0,1,0,0,0,0,2017-10-05,18.7,0.0,2.1,56.4,8.0,0.0,0.0,0.0,0.0,3,5,4,1
192,15135,5813,20948,359,13772,11631,364,1777,330,0,5298,19070,1363,1211,25,127,29,0,515,1878,1,0,0,0,0,0,0,1,0,0,0,0,2017-10-06,18.9,0.5,2.3,66.4,8.5,3.25,0.2,0.5,0.5,3,5,5,1
193,23018,9073,32091,359,20884,17719,541,2624,315,0,8204,29088,2134,1794,122,218,44,0,869,3003,0,0,0,0,0,1,0,1,0,0,0,0,2017-10-07,21.9,0.0,1.2,67.6,7.5,1.25,0.0,0.0,0.0,3,5,5,1
194,21692,7559,29251,218,19514,16540,455,2519,196,83,7054,26568,2178,1832,98,248,22,0,505,2683,0,0,0,0,1,0,0,1,0,0,0,0,2017-10-08,23.0,0.0,1.4,66.9,4.8,0.0,0.0,0.0,0.0,2,6,5,1
195,15519,5655,21174,71,13656,11658,390,1608,44,359,4803,18459,1863,1553,89,221,27,0,852,2715,0,0,0,1,0,0,0,1,0,0,0,0,2017-10-09,22.5,0.0,1.5,66.0,6.5,0.33,0.0,0.0,0.0,3,6,5,1
196,1014,1290,2304,13,867,688,8,171,13,155,1019,1886,147,118,0,29,0,48,271,418,0,0,0,0,0,0,1,1,0,0,0,0,2017-10-10,21.4,0.4,1.3,76.9,9.3,3.42,0.2,0.3,0.4,4,5,5,1
197,1299,808,2107,19,1252,262,572,418,19,1037,651,1903,47,43,1,3,0,110,157,204,0,0,1,0,0,0,0,1,0,0,0,0,2017-10-11,15.5,20.0,2.9,77.1,9.3,10.33,2.5,6.0,20.0,4,4,5,1
198,1985,1917,3902,111,1872,624,636,612,111,1803,1555,3427,113,110,1,2,0,79,362,475,0,1,0,0,0,0,0,1,0,0,0,0,2017-10-12,11.4,0.0,2.0,71.0,7.1,0.0,0.0,0.0,0.0,3,4,5,1
199,3044,3359,6403,40,2704,1070,1237,397,35,2119,2101,4805,340,331,6,3,5,500,1258,1598,1,0,0,0,0,0,0,1,0,0,0,0,2017-10-13,12.8,0.0,3.2,51.0,3.4,0.0,0.0,0.0,0.0,2,4,3,2
200,12728,4257,16985,129,11510,9732,277,1501,128,1633,3708,15218,1218,1013,81,124,1,0,549,1767,0,0,0,0,0,1,0,1,0,0,0,0,2017-10-14,14.4,0.0,0.0,42.8,4.9,0.0,0.0,0.0,0.0,2,4,3,0
201,15009,4648,19657,43,13367,11456,274,1637,26,213,4022,17389,1642,1499,24,119,17,0,626,2268,0,0,0,0,1,0,0,1,0,0,0,0,2017-10-15,15.8,0.0,1.7,42.5,5.4,0.0,0.0,0.0,0.0,2,4,3,1
202,4806,1900,6706,48,4584,3979,13,592,44,3658,1332,5916,222,220,1,1,4,259,568,790,0,0,0,1,0,0,0,1,0,0,0,0,2017-10-16,16.6,0.0,1.7,47.6,7.9,0.0,0.0,0.0,0.0,3,5,3,1
203,10451,3581,14032,47,10040,2066,6415,1559,37,9116,2129,12169,411,333,77,1,10,812,1452,1863,0,0,0,0,0,0,1,1,0,0,0,0,2017-10-17,16.2,0.0,1.3,47.1,0.4,0.0,0.0,0.0,0.0,1,5,3,1
204,2442,2565,5007,47,2130,1018,346,766,44,1417,1704,3834,312,299,7,6,3,139,861,1173,0,0,1,0,0,0,0,1,0,0,0,0,2017-10-18,16.5,0.1,2.4,58.8,9.3,7.75,0.1,0.1,0.1,4,5,4,1
205,2871,3044,5915,48,2421,1517,446,458,44,1285,1807,4228,450,442,2,6,4,641,1237,1687,0,1,0,0,0,0,0,1,0,0,0,0,2017-10-19,17.0,0.0,1.8,58.3,3.8,0.0,0.0,0.0,0.0,2,5,4,1
206,6030,4345,10375,46,5547,2634,2515,398,39,4435,2867,8414,483,448,16,19,7,721,1478,1961,1,0,0,0,0,0,0,1,0,0,0,0,2017-10-20,17.0,0.0,1.5,58.6,0.1,0.0,0.0,0.0,0.0,1,5,4,1
207,16596,6062,22658,176,14862,12623,309,1930,155,1637,5517,20379,1734,1576,26,132,21,155,545,2279,0,0,0,0,0,1,0,1,0,0,0,0,2017-10-21,17.6,0.0,1.3,52.8,0.0,0.0,0.0,0.0,0.0,1,5,4,1
208,20970,4103,25073,129,19127,15655,548,2924,105,3709,3650,22777,1843,1521,115,207,24,0,453,2296,0,0,0,0,1,0,0,1,0,0,0,0,2017-10-22,16.3,0.0,3.1,50.4,1.8,0.0,0.0,0.0,0.0,1,5,3,2
209,2373,2172,4545,17,2148,1831,44,273,15,916,1677,3825,225,211,9,5,2,38,495,720,0,0,0,1,0,0,0,1,0,0,0,0,2017-10-23,13.7,0.0,1.4,47.0,0.0,0.0,0.0,0.0,0.0,1,4,3,1
210,16818,2636,19454,36,16504,11095,3410,1999,33,15197,1893,18397,314,293,3,18,3,167,743,1057,0,0,0,0,0,0,1,1,0,0,0,0,2017-10-24,14.4,0.0,1.9,54.3,3.0,0.0,0.0,0.0,0.0,2,4,4,1
211,2360,2265,4625,70,2122,1513,164,445,68,841,1824,3946,238,232,0,6,2,57,441,679,0,0,1,0,0,0,0,1,0,0,0,0,2017-10-25,14.4,0.0,1.5,59.0,2.9,0.0,0.0,0.0,0.0,1,4,4,1
