,10분 최다 강수량(mm),1시간 최다강수량(mm),break_summer,break_winter,cloud,cloud_w,date_fri,date_mon,date_sat,date_sun,date_thur,date_tue,date_wed,fall,humid,humid_w,m_free,m_paid,m_total,rain,spring,summer,temp,temp_w,tp_adult,tp_child,tp_foreigner,tp_free,tp_group,tp_paid,tp_teen,tp_total,when,wind,wind_w,winter,zb_adult,zb_child,zb_foreigner,zb_free,zb_paid,zb_teen,zb_total,강수 계속시간(hr),일강수량(mm)
0,0.0,0.0,0,1,2.1,1.0,0,0,0,0,0,0,1,0,51.3,3.0,6602,2353,8955,0.0,0,0,,2.0,0,0,0,17,16,12,4,33,2014-01-01,3.7,2.0,1,203,105,4233,1481,3504,526,5714,0.03,0.0
1,0.0,0.0,0,1,0.3,1.0,0,0,0,0,1,0,0,0,35.4,2.0,2740,1505,4245,0.0,0,0,,1.0,0,0,0,17,31,26,5,48,2014-01-02,2.0,1.0,1,95,28,1281,1246,968,141,2450,0.0,0.0
2,0.0,0.0,0,1,4.6,2.0,1,0,0,0,0,0,0,0,54.4,4.0,2998,1611,4609,0.0,0,0,,1.0,0,0,0,14,14,11,3,28,2014-01-03,2.5,1.0,1,113,80,1387,1194,1034,204,2545,0.0,0.0
3,0.0,0.0,0,1,0.9,1.0,0,0,1,0,0,0,0,0,47.1,3.0,7559,3379,10938,0.0,0,0,,1.0,3,0,0,47,67,51,13,114,2014-01-04,2.4,1.0,1,150,80,4134,2472,3352,591,6565,0.0,0.0
4,0.0,0.0,0,1,2.1,1.0,0,0,0,1,0,0,0,0,48.4,3.0,7533,3182,10715,0.0,0,0,,1.0,0,2,0,27,72,64,8,99,2014-01-05,1.9,1.0,1,195,94,4279,2255,3552,532,6534,0.0,0.0
5,0.0,0.0,0,1,3.1,2.0,0,1,0,0,0,0,0,0,50.4,3.0,2167,1310,3477,0.0,0,0,,1.0,1,0,0,17,9,6,2,26,2014-01-06,1.6,1.0,1,75,23,837,1029,658,104,1866,0.0,0.0
6,0.0,0.0,0,1,8.5,3.0,0,0,0,0,0,1,0,0,56.0,4.0,2226,1423,3649,0.0,0,0,,1.0,0,0,0,19,8,5,3,27,2014-01-07,1.7,1.0,1,68,19,828,1177,616,104,1965,0.33,0.0
7,0.0,0.0,0,1,7.4,3.0,0,0,0,0,0,0,1,0,56.6,4.0,2024,1044,3068,0.0,0,0,,1.0,0,1,0,3,1,1,0,4,2014-01-08,3.3,2.0,1,48,26,1557,938,596,314,1896,1.42,0.0
8,0.0,0.0,0,1,0.0,1.0,0,0,0,0,1,0,0,0,26.3,1.0,876,599,1475,0.0,0,0,,1.0,0,0,0,1,0,0,0,1,2014-01-09,3.6,2.0,1,44,15,268,559,203,21,827,0.0,0.0
9,0.0,0.0,0,1,3.1,2.0,1,0,0,0,0,0,0,0,48.6,3.0,911,608,1519,0.0,0,0,,1.0,0,0,0,3,3,3,0,6,2014-01-10,2.0,1.0,1,26,13,239,486,183,30,725,1.43,0.0
10,0.0,0.0,0,1,4.5,2.0,0,0,1,0,0,0,0,0,44.1,3.0,4355,2070,6425,0.0,0,0,,1.0,0,0,0,30,36,32,4,66,2014-01-11,1.9,1.0,1,139,42,2267,1638,1800,268,3845,0.0,0.0
11,0.0,0.0,0,1,2.5,1.0,0,0,0,1,0,0,0,0,43.5,3.0,5008,2245,7253,0.0,0,0,,1.0,0,0,0,15,19,16,3,34,2014-01-12,3.4,2.0,1,166,44,2774,1612,2281,297,4356,1.17,0.0
12,0.0,0.0,0,1,0.0,1.0,0,1,0,0,0,0,0,0,26.0,1.0,1047,621,1668,0.0,0,0,,1.0,0,2,0,6,3,3,0,9,2014-01-13,2.9,1.0,1,56,23,406,517,312,38,923,0.0,0.0
13,0.0,0.0,0,1,0.0,1.0,0,0,0,0,0,1,0,0,33.8,2.0,1460,962,2422,0.0,0,0,,1.0,0,0,0,9,0,0,0,9,2014-01-14,2.2,1.0,1,53,22,453,826,338,62,1279,0.0,0.0
14,0.0,0.0,0,1,0.9,1.0,0,0,0,0,0,0,1,0,42.0,3.0,2019,1315,3334,0.0,0,0,,1.0,0,0,0,17,3,3,0,20,2014-01-15,1.7,1.0,1,78,23,751,1005,452,132,1667,0.0,0.0
15,0.0,0.0,0,1,6.8,3.0,0,0,0,0,1,0,0,0,59.9,4.0,3304,1142,4446,0.0,0,0,,1.0,0,0,0,2,0,0,0,2,2014-01-16,1.9,1.0,1,68,20,3617,965,1329,726,3088,0.0,0.0
16,0.0,0.0,0,1,1.8,1.0,1,0,0,0,0,0,0,0,55.9,4.0,1662,902,2564,0.0,0,0,,1.0,0,0,0,1,0,0,0,1,2014-01-17,1.6,1.0,1,105,13,727,753,511,79,1448,0.0,0.0
17,0.0,0.0,0,1,0.4,1.0,0,0,1,0,0,0,0,0,42.4,3.0,5379,2436,7815,0.0,0,0,,1.0,0,1,0,24,26,25,1,50,2014-01-18,3.1,2.0,1,186,75,2916,1786,2339,327,4638,0.0,0.0
18,0.0,0.0,0,1,4.9,2.0,0,0,0,1,0,0,0,0,44.8,3.0,4778,2003,6781,0.0,0,0,,1.0,0,1,0,16,19,17,2,35,2014-01-19,1.9,1.0,1,150,51,2788,1423,2296,310,4179,0.58,0.0
19,0.0,0.0,0,1,9.6,4.0,0,1,0,0,0,0,0,0,83.3,5.0,939,610,1549,5.3,0,0,,1.0,0,0,0,1,0,0,0,1,2014-01-20,3.2,2.0,1,25,19,319,574,264,30,893,14.25,5.3
20,0.0,0.0,0,1,5.3,2.0,0,0,0,0,0,1,0,0,62.6,5.0,878,596,1474,0.7,0,0,,1.0,0,0,0,7,1,1,0,8,2014-01-21,2.4,1.0,1,40,17,258,548,190,28,806,3.5,0.7
21,0.0,0.0,0,1,1.0,1.0,0,0,0,0,0,0,1,0,60.0,5.0,1382,973,2355,0.0,0,0,,1.0,0,0,0,10,2,2,0,12,2014-01-22,1.6,1.0,1,48,12,389,827,316,25,1216,0.0,0.0
22,0.0,0.0,0,1,3.4,2.0,0,0,0,0,1,0,0,0,65.6,5.0,2113,1199,3312,0.0,0,0,,1.0,0,0,0,4,4,3,1,8,2014-01-23,2.1,1.0,1,52,20,1211,1099,565,258,1974,0.0,0.0
23,0.0,0.0,0,1,8.5,3.0,1,0,0,0,0,0,0,0,64.4,5.0,1892,1085,2977,0.0,0,0,,1.0,0,0,0,12,10,10,0,22,2014-01-24,2.6,1.0,1,73,18,750,872,563,114,1622,0.0,0.0
24,0.0,0.0,0,1,7.0,3.0,0,0,1,0,0,0,0,0,74.4,5.0,1807,1092,2899,3.0,0,0,,2.0,0,0,0,9,0,0,0,9,2014-01-25,2.4,1.0,1,35,9,684,974,550,69,1628,4.45,3.0
25,0.0,0.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,42.1,3.0,5800,2473,8273,0.0,0,0,,1.0,3,0,0,36,37,30,4,73,2014-01-26,2.7,1.0,1,151,103,3290,1755,2827,312,5045,0.0,0.0
26,0.0,0.0,0,1,1.6,1.0,0,1,0,0,0,0,0,0,48.0,3.0,1695,1025,2720,0.0,0,0,,1.0,0,0,0,3,0,0,0,3,2014-01-27,2.6,1.0,1,56,22,665,810,530,79,1475,0.0,0.0
27,0.0,0.0,0,1,3.6,2.0,0,0,0,0,0,1,0,0,52.8,4.0,1588,1039,2627,0.5,0,0,,1.0,1,0,0,5,2,1,0,7,2014-01-28,2.9,1.0,1,91,24,547,892,418,38,1439,2.17,0.5
28,0.0,0.0,0,1,4.3,2.0,0,0,0,0,0,0,1,0,40.1,2.0,1877,1088,2965,0.0,0,0,,1.0,0,0,0,9,3,3,0,12,2014-01-29,2.2,1.0,1,66,26,816,835,665,55,1621,0.0,0.0
29,0.0,0.0,0,0,0.0,1.0,0,1,0,0,0,0,0,0,34.4,2.0,11,11,22,0.0,1,0,,2.0,0,0,0,0,0,0,0,0,2014-03-03,2.0,1.0,0,0,0,0,11,0,0,11,0.0,0.0
30,0.0,0.0,0,0,5.5,2.0,0,0,0,0,0,1,0,0,48.0,3.0,22428,1355,23783,0.0,1,0,,2.0,0,240,240,24,0,0,0,24,2014-03-04,2.9,1.0,0,7506,40,41125,1087,1024,12519,22136,0.0,0.0
31,0.0,0.0,0,0,0.5,1.0,0,0,0,0,0,0,1,0,44.8,3.0,1619,1097,2716,0.0,1,0,,1.0,0,114,114,2,0,0,0,2,2014-03-05,4.4,4.0,0,8,34,520,957,504,8,1477,0.17,0.0
32,0.0,0.0,0,0,1.9,1.0,0,0,0,0,1,0,0,0,43.4,3.0,1043,749,1792,0.0,1,0,,1.0,0,62,62,2,0,0,0,2,2014-03-06,3.6,2.0,0,3,11,292,677,288,1,969,0.92,0.0
33,0.0,0.0,0,0,1.8,1.0,1,0,0,0,0,0,0,0,45.9,3.0,3892,796,4688,0.0,1,0,,1.0,0,106,106,720,0,0,0,720,2014-03-07,3.8,2.0,0,5,20,3091,682,1756,6,2449,0.0,0.0
34,0.0,0.0,0,0,5.1,2.0,0,0,1,0,0,0,0,0,55.0,4.0,11540,3893,15433,0.0,1,0,,1.0,0,1228,1228,129,0,0,0,121,2014-03-08,2.5,1.0,0,240,96,7518,2587,6583,695,10105,0.0,0.0
35,0.0,0.0,0,0,3.4,2.0,0,0,0,1,0,0,0,0,56.4,4.0,7990,2868,10858,2.2,1,0,,1.0,0,1067,1067,83,0,0,0,68,2014-03-09,3.6,2.0,0,161,92,5039,1766,4374,504,6805,5.75,2.2
36,0.0,0.0,0,0,0.0,1.0,0,1,0,0,0,0,0,0,50.4,3.0,2135,1273,3408,0.0,1,0,,1.0,0,191,191,14,0,0,0,14,2014-03-10,3.0,2.0,0,9,42,882,1074,830,9,1922,0.0,0.0
37,0.0,0.0,0,0,2.5,1.0,0,0,0,0,0,1,0,0,65.0,5.0,2208,1368,3576,0.0,1,0,,2.0,0,233,233,10,0,0,0,10,2014-03-11,2.8,1.0,0,3,23,830,1108,811,16,1938,0.0,0.0
38,0.0,0.0,0,0,8.6,3.0,0,0,0,0,0,0,1,0,75.8,5.0,1199,973,2172,0.2,1,0,,2.0,0,44,44,2,0,0,0,2,2014-03-12,1.5,1.0,0,1,12,224,913,220,3,1137,4.17,0.2
39,0.0,0.0,0,0,7.6,3.0,0,0,0,0,1,0,0,0,54.5,4.0,447,440,887,0.0,1,0,,2.0,0,0,0,0,0,0,0,0,2014-03-13,4.0,4.0,0,0,0,7,436,7,0,443,0.25,0.0
40,0.0,0.0,0,0,1.0,1.0,1,0,0,0,0,0,0,0,54.6,4.0,2,2,4,0.0,1,0,,1.0,0,0,0,0,0,0,0,0,2014-03-14,3.6,2.0,0,0,0,0,0,0,0,0,0.0,0.0
41,0.0,0.0,0,0,1.1,1.0,0,0,1,0,0,0,0,0,66.8,5.0,384,145,529,0.0,1,0,,2.0,0,0,0,0,0,0,0,0,2014-03-15,4.0,4.0,0,0,0,0,0,0,0,0,0.0,0.0
42,0.0,0.0,0,0,3.0,2.0,0,0,0,1,0,0,0,0,68.3,5.0,427,153,580,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-16,2.3,1.0,0,0,0,0,0,0,0,0,0.0,0.0
43,0.0,0.0,0,0,6.5,3.0,0,1,0,0,0,0,0,0,79.0,5.0,64,34,98,0.5,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-17,3.5,2.0,0,0,0,0,0,0,0,0,3.25,0.5
44,0.0,0.0,0,0,6.3,3.0,0,0,0,0,0,1,0,0,75.3,5.0,141,127,268,0.4,1,0,,3.0,0,0,0,0,0,0,0,0,2014-03-18,3.5,2.0,0,0,0,0,0,0,0,0,5.17,0.4
45,0.0,0.0,0,0,7.1,3.0,0,0,0,0,0,0,1,0,65.5,5.0,116,111,227,0.0,1,0,,3.0,0,0,0,0,0,0,0,0,2014-03-19,2.9,1.0,0,0,0,0,0,0,0,0,0.0,0.0
46,0.0,0.0,0,0,6.8,3.0,0,0,0,0,1,0,0,0,71.3,5.0,104,84,188,0.4,1,0,,2.0,0,0,0,0,0,0,0,0,2014-03-20,3.2,2.0,0,0,0,0,0,0,0,0,4.92,0.4
47,0.0,0.0,0,0,0.3,1.0,1,0,0,0,0,0,0,0,52.5,4.0,258,132,390,0.0,1,0,,2.0,0,0,0,0,0,0,0,0,2014-03-21,3.4,2.0,0,0,0,0,23,0,0,23,0.0,0.0
48,0.0,0.0,0,0,1.0,1.0,0,0,1,0,0,0,0,0,63.5,5.0,766,143,909,0.0,1,0,,3.0,0,0,0,0,0,0,0,0,2014-03-22,2.5,1.0,0,0,0,0,0,0,0,0,0.0,0.0
49,0.0,0.0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,63.6,5.0,407,117,524,0.0,1,0,,3.0,0,0,0,0,0,0,0,0,2014-03-23,3.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0
50,0.0,0.0,0,0,5.9,2.0,0,1,0,0,0,0,0,0,60.5,5.0,82,70,152,0.0,1,0,,3.0,0,0,0,0,0,0,0,0,2014-03-24,3.5,2.0,0,0,0,0,0,0,0,0,0.33,0.0
51,0.0,0.0,0,0,10.0,4.0,0,0,0,0,0,1,0,0,75.9,5.0,163,124,287,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-25,2.7,1.0,0,0,0,0,0,0,0,0,0.25,0.0
52,0.0,0.0,0,0,5.4,2.0,0,0,0,0,0,0,1,0,64.6,5.0,199,154,353,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-26,2.8,1.0,0,0,0,0,0,0,0,0,2.33,0.0
53,0.0,0.0,0,0,0.9,1.0,0,0,0,0,1,0,0,0,68.9,5.0,157,94,251,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-27,2.8,1.0,0,0,0,0,0,0,0,0,0.0,0.0
54,0.0,0.0,0,0,5.5,2.0,1,0,0,0,0,0,0,0,57.3,4.0,329,120,449,0.0,1,0,,5.0,0,0,0,0,0,0,0,0,2014-03-28,2.6,1.0,0,0,0,0,0,0,0,0,0.0,0.0
55,0.0,0.0,0,0,9.5,4.0,0,0,1,0,0,0,0,0,73.4,5.0,530,116,646,3.5,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-29,2.5,1.0,0,0,0,0,0,0,0,0,7.17,3.5
56,0.0,0.0,0,0,2.9,1.0,0,0,0,1,0,0,0,0,63.5,5.0,579,156,735,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-30,3.1,2.0,0,0,0,0,0,0,0,0,0.92,0.0
57,0.0,0.0,0,0,3.1,2.0,0,1,0,0,0,0,0,0,49.3,3.0,225,149,374,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-03-31,2.3,1.0,0,0,0,0,0,0,0,0,0.0,0.0
58,0.0,0.0,0,0,2.4,1.0,0,0,0,0,0,1,0,0,33.8,2.0,452,272,724,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-04-01,2.4,1.0,0,0,0,0,0,0,0,0,0.0,0.0
59,0.0,0.0,0,0,4.3,2.0,0,0,0,0,0,0,1,0,30.0,2.0,293,194,487,0.0,1,0,,4.0,0,0,0,0,0,0,0,0,2014-04-02,2.7,1.0,0,0,0,0,0,0,0,0,0.0,0.0
60,0.5,0.5,0,0,8.0,3.0,0,0,0,0,1,0,0,0,63.0,5.0,171,124,295,0.5,1,0,,3.0,0,0,0,0,0,0,0,0,2014-04-03,3.1,2.0,0,0,0,0,32,0,0,32,6.58,0.5
61,0.0,0.0,0,0,3.8,2.0,1,0,0,0,0,0,0,0,52.6,4.0,5744,2339,8083,0.0,1,0,,2.0,0,478,478,75,0,0,0,64,2014-04-04,3.4,2.0,0,208,57,2942,1667,2524,74,4473,0.0,0.0
62,0.0,0.0,0,0,3.5,2.0,0,0,1,0,0,0,0,0,60.5,5.0,25985,7380,33365,0.0,1,0,,2.0,0,3296,3296,896,0,0,0,773,2014-04-05,3.0,2.0,0,655,220,17047,3706,14462,1898,20721,1.92,0.0
63,0.0,0.0,0,0,0.5,1.0,0,0,0,1,0,0,0,0,50.6,3.0,36555,8178,44733,0.0,1,0,,2.0,0,4044,4044,1743,0,0,0,1534,2014-04-06,4.0,4.0,0,1138,261,26219,3760,22278,2803,29979,0.0,0.0
64,0.0,0.0,0,0,3.4,2.0,0,1,0,0,0,0,0,0,64.9,5.0,7494,3368,10862,0.0,1,0,,3.0,0,839,839,177,0,0,0,174,2014-04-07,3.4,2.0,0,58,49,4025,2221,3725,98,6102,0.0,0.0
65,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,1,0,0,60.9,5.0,8030,3455,11485,0.0,1,0,,4.0,0,759,759,266,0,0,0,262,2014-04-08,2.6,1.0,0,41,99,4324,2298,4012,106,6457,0.0,0.0
66,0.0,0.0,0,0,5.8,2.0,0,0,0,0,0,0,1,0,85.3,5.0,6577,3059,9636,0.0,1,0,,3.0,0,480,480,177,0,0,0,170,2014-04-09,3.0,2.0,0,51,78,3368,2295,3039,108,5493,0.0,0.0
67,0.0,0.0,0,0,5.9,2.0,0,0,0,0,1,0,0,0,71.5,5.0,7334,3740,11074,0.0,1,0,,4.0,0,998,998,179,0,0,0,175,2014-04-10,2.4,1.0,0,74,139,3526,2377,3089,128,5668,0.0,0.0
68,0.0,0.0,0,0,5.3,2.0,1,0,0,0,0,0,0,0,69.5,5.0,11125,4335,15460,0.0,1,0,,4.0,0,1506,1506,330,0,0,0,304,2014-04-11,2.8,1.0,0,997,86,7305,2419,4461,256,8133,0.0,0.0
69,0.0,0.0,0,0,9.4,4.0,0,0,1,0,0,0,0,0,68.8,5.0,32878,8545,41423,0.0,1,0,,4.0,0,3460,3460,1607,0,0,0,1437,2014-04-12,1.7,1.0,0,634,227,22257,4652,19012,2309,26607,0.0,0.0
70,0.0,0.0,0,0,6.4,3.0,0,0,0,1,0,0,0,0,54.9,4.0,39148,9015,48163,0.0,1,0,,5.0,0,3828,3828,2136,0,0,0,1903,2014-04-13,2.2,1.0,0,520,297,27632,4582,24063,2950,32115,0.0,0.0
71,0.0,0.0,0,0,0.5,1.0,0,1,0,0,0,0,0,0,53.3,4.0,14644,3152,17796,0.0,1,0,,5.0,0,1003,1003,202,0,0,0,198,2014-04-14,2.7,1.0,0,962,40,18133,1922,7240,2842,12966,0.0,0.0
72,0.0,0.0,0,0,4.1,2.0,0,0,0,0,0,1,0,0,80.1,5.0,8345,3672,12017,0.0,1,0,,4.0,0,885,885,248,0,0,0,223,2014-04-15,3.2,2.0,0,1047,128,5948,2464,2943,305,6759,0.0,0.0
73,0.0,0.0,0,0,6.8,3.0,0,0,0,0,0,0,1,0,81.0,5.0,5638,2965,8603,0.0,1,0,,4.0,0,646,646,111,0,0,0,102,2014-04-16,1.8,1.0,0,318,74,3272,2134,1746,324,4522,0.0,0.0
74,0.5,2.0,0,0,6.9,3.0,0,0,0,0,1,0,0,0,67.4,5.0,5377,2740,8117,3.0,1,0,,4.0,0,805,805,151,0,0,0,149,2014-04-17,1.9,1.0,0,43,92,2787,1675,1661,449,3828,4.42,3.0
75,0.0,0.0,0,0,4.3,2.0,1,0,0,0,0,0,0,0,59.9,4.0,9782,3319,13101,0.0,1,0,,4.0,0,859,859,315,0,0,0,250,2014-04-18,2.6,1.0,0,125,97,7987,2059,4835,237,7256,0.0,0.0
76,0.0,0.0,0,0,7.9,3.0,0,0,1,0,0,0,0,0,56.0,4.0,27703,7120,34823,0.0,1,0,,4.0,0,3232,3232,1376,0,0,0,1234,2014-04-19,4.5,4.0,0,343,205,18524,3482,16030,1837,21692,0.0,0.0
77,0.0,0.0,0,0,3.1,2.0,0,0,0,1,0,0,0,0,54.4,4.0,38182,10245,48427,0.0,1,0,,4.0,0,3121,3121,1826,0,0,0,1644,2014-04-20,3.4,2.0,0,292,270,25695,6474,22728,2568,32062,0.0,0.0
78,0.0,0.0,0,0,3.9,2.0,0,1,0,0,0,0,0,0,55.1,4.0,8442,3644,12086,0.0,1,0,,4.0,0,1570,1570,172,0,0,0,166,2014-04-21,3.0,2.0,0,428,76,5180,1811,3642,133,6014,0.0,0.0
79,0.0,0.0,0,0,2.1,1.0,0,0,0,0,0,1,0,0,43.1,3.0,7371,3352,10723,0.0,1,0,,5.0,0,927,927,408,0,0,0,216,2014-04-22,2.8,1.0,0,37,129,3851,2012,3048,282,5379,0.0,0.0
80,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,1,0,49.4,3.0,7467,3749,11216,0.0,1,0,,5.0,0,1384,1384,214,0,0,0,203,2014-04-23,2.5,1.0,0,101,81,3707,1997,2798,297,5193,0.0,0.0
81,0.0,0.0,0,0,0.6,1.0,0,0,0,0,1,0,0,0,49.0,3.0,6733,3328,10061,0.0,1,0,,5.0,0,820,820,181,0,0,0,165,2014-04-24,2.0,1.0,0,42,82,3523,2121,2734,273,5170,0.0,0.0
82,0.0,0.0,0,0,0.4,1.0,1,0,0,0,0,0,0,0,32.5,2.0,9435,4600,14035,0.0,1,0,,5.0,0,1723,1723,275,0,0,0,258,2014-04-25,2.2,1.0,0,123,114,4700,2559,3635,224,6541,0.0,0.0
83,0.0,0.0,0,0,7.9,3.0,0,0,1,0,0,0,0,0,38.9,2.0,36848,12008,48856,0.0,1,0,,5.0,0,4197,4197,1342,0,0,0,1203,2014-04-26,2.4,1.0,0,279,239,23006,7060,19507,2611,29457,0.0,0.0
84,1.0,3.5,0,0,10.0,4.0,0,0,0,1,0,0,0,0,86.6,5.0,4279,1812,6091,8.5,1,0,,4.0,0,516,516,50,0,0,0,46,2014-04-27,2.3,1.0,0,37,88,2268,1151,2035,196,3419,20.0,8.5
85,1.0,3.0,0,0,10.0,4.0,0,1,0,0,0,0,0,0,91.6,5.0,797,562,1359,13.5,1,0,,4.0,0,35,35,2,0,0,0,2,2014-04-28,4.6,4.0,0,3,11,190,506,174,13,696,23.58,13.5
86,1.0,3.5,0,0,9.3,4.0,0,0,0,0,0,1,0,0,69.5,5.0,2927,1686,4613,5.5,1,0,,4.0,0,397,397,40,0,0,0,37,2014-04-29,4.0,4.0,0,56,48,1403,1217,894,166,2333,7.42,5.5
87,0.0,0.0,0,0,5.9,2.0,0,0,0,0,0,0,1,0,62.1,5.0,13112,3357,16469,0.0,1,0,,5.0,0,972,972,284,0,0,0,207,2014-04-30,2.1,1.0,0,98,58,15003,2060,4781,4001,10940,0.25,0.0
88,0.0,0.0,0,0,0.0,1.0,0,0,0,0,1,0,0,0,60.5,5.0,36709,11286,47995,0.0,1,0,,5.0,0,4569,4569,1762,0,0,0,1657,2014-05-01,3.2,2.0,0,1588,259,24165,5927,20025,1228,28768,0.0,0.0
89,0.5,1.0,0,0,6.0,3.0,1,0,0,0,0,0,0,0,70.9,5.0,17881,5837,23718,1.0,1,0,,4.0,0,2380,2380,495,0,0,0,408,2014-05-02,3.6,2.0,0,2541,97,13184,2796,7434,777,13548,1.15,1.0
90,0.0,0.0,0,0,1.3,1.0,0,0,1,0,0,0,0,0,54.6,4.0,43909,11753,55662,0.0,1,0,,4.0,0,4755,4755,1699,0,0,0,1466,2014-05-03,3.9,2.0,0,1273,342,29565,6207,24515,3744,35739,0.0,0.0
91,0.1,0.2,0,0,5.8,2.0,0,0,0,1,0,0,0,0,57.8,4.0,44140,12471,56611,0.2,1,0,,4.0,0,5595,5595,1401,0,0,0,1176,2014-05-04,3.8,2.0,0,1279,623,29676,6515,23991,4262,36047,1.17,0.2
92,0.0,0.0,0,0,1.3,1.0,0,1,0,0,0,0,0,0,56.5,4.0,86100,33593,119693,0.0,1,0,,4.0,0,10000,10000,3683,0,0,0,3529,2014-05-05,5.1,4.0,0,2870,1270,47992,21451,45066,24,69411,0.0,0.0
93,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,1,0,0,45.9,3.0,46041,14679,60720,0.0,1,0,,4.0,0,5096,5096,1857,0,0,0,1594,2014-05-06,3.4,2.0,0,1828,411,28630,8644,23487,3226,37185,0.0,0.0
94,1.0,1.5,0,0,6.4,3.0,0,0,0,0,0,0,1,0,48.3,3.0,6102,2821,8923,2.0,1,0,,4.0,0,955,955,116,0,0,0,113,2014-05-07,3.8,2.0,0,492,96,3122,1638,2176,114,4420,3.0,2.0
95,1.0,1.5,0,0,5.4,2.0,0,0,0,0,1,0,0,0,83.9,5.0,6203,2024,8227,4.0,1,0,,4.0,0,501,501,776,0,0,0,772,2014-05-08,4.2,4.0,0,107,65,4232,1371,2487,88,4053,5.67,4.0
96,0.0,0.0,0,0,0.3,1.0,1,0,0,0,0,0,0,0,60.8,5.0,13129,4022,17151,0.0,1,0,,5.0,0,1098,1098,434,0,0,0,270,2014-05-09,2.0,1.0,0,4434,64,12495,2147,2907,245,9733,0.0,0.0
97,0.0,0.0,0,0,0.6,1.0,0,0,1,0,0,0,0,0,43.4,3.0,36589,12178,48767,0.0,1,0,,5.0,0,3897,3897,1396,0,0,0,1245,2014-05-10,2.1,1.0,0,757,294,23582,7296,19308,2167,29528,0.0,0.0
98,2.5,9.0,0,0,8.3,3.0,0,0,0,1,0,0,0,0,54.4,4.0,19697,7903,27600,23.0,1,0,,5.0,0,3572,3572,556,0,0,0,489,2014-05-11,3.4,2.0,0,458,158,10733,3701,8867,1242,14268,8.5,23.0
99,2.5,5.0,0,0,5.9,2.0,0,1,0,0,0,0,0,0,79.1,5.0,4102,2202,6304,10.0,1,0,,5.0,0,576,576,96,0,0,0,96,2014-05-12,5.2,4.0,0,27,54,1855,1333,1654,51,3065,4.58,10.0
100,0.0,0.0,0,0,1.9,1.0,0,0,0,0,0,1,0,0,69.9,5.0,9496,4762,14258,0.0,1,0,,5.0,0,1315,1315,315,0,0,0,296,2014-05-13,4.0,4.0,0,441,87,4754,2474,2630,460,6005,0.0,0.0
101,0.0,0.0,0,0,3.4,2.0,0,0,0,0,0,0,1,0,59.1,4.0,9777,4215,13992,0.0,1,0,,5.0,0,932,932,359,0,0,0,321,2014-05-14,3.5,2.0,0,1826,63,7082,2368,2601,70,6865,0.0,0.0
102,0.2,0.3,0,0,2.6,1.0,0,0,0,0,1,0,0,0,66.9,5.0,11973,4857,16830,0.3,1,0,,5.0,0,1478,1478,1277,0,0,0,453,2014-05-15,4.0,4.0,0,2458,145,8247,2498,2758,218,7932,2.42,0.3
103,0.0,0.0,0,0,1.0,1.0,1,0,0,0,0,0,0,0,50.3,3.0,13646,5921,19567,0.0,1,0,,5.0,0,1530,1530,682,0,0,0,631,2014-05-16,2.9,1.0,0,2606,96,10549,2946,3343,478,9373,0.0,0.0
104,0.0,0.0,0,0,3.6,2.0,0,0,1,0,0,0,0,0,48.0,3.0,38676,12984,51660,0.0,1,0,,5.0,0,4342,4342,2793,0,0,0,2461,2014-05-17,2.3,1.0,0,807,317,22107,6780,18646,2346,28579,0.0,0.0
105,0.0,0.0,0,0,1.8,1.0,0,0,0,1,0,0,0,0,50.1,3.0,42275,13045,55320,0.0,1,0,,5.0,0,4633,4633,4374,0,0,0,3853,2014-05-18,2.4,1.0,0,966,357,23995,6454,20013,2694,30127,0.0,0.0
106,0.0,0.0,0,0,4.4,2.0,0,1,0,0,0,0,0,0,55.1,4.0,8283,3865,12148,0.0,1,0,,5.0,0,885,885,665,0,0,0,649,2014-05-19,2.3,1.0,0,732,99,4188,1911,2625,85,5353,0.0,0.0
107,0.0,0.0,0,0,5.6,2.0,0,0,0,0,0,1,0,0,45.4,3.0,8489,4103,12592,0.0,1,0,,5.0,0,1122,1122,825,0,0,0,780,2014-05-20,2.2,1.0,0,446,60,4044,1926,2342,260,4974,0.0,0.0
108,0.0,0.0,0,0,2.4,1.0,0,0,0,0,0,0,1,0,65.3,5.0,8049,3726,11775,0.0,1,0,,5.0,0,721,721,932,0,0,0,902,2014-05-21,3.7,2.0,0,382,44,3677,1857,2318,241,4798,0.0,0.0
