,m_paid,m_free,m_total,zb_paid,zb_adult,zb_foreigner,zb_teen,zb_child,zb_free,zb_total,tp_group,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_free,tp_total,temp,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
0,0,0,0,0,0,0,0.0,0,9,9,0,0,0,0,9,9,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2011-01-25,-8.4,0.0,2.6,60.1,0.5,0.0,0.0,0.0,0.0,1,1,5,1
1,0,0,0,0,0,207,0.0,252,531,783,128,56,23,0,522,729,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2011-01-26,-8.5,0.0,3.2,51.5,0.3,0.0,0.0,0.0,0.0,1,1,3,2
2,0,0,0,0,0,2985,0.0,1728,517,2245,819,61,747,2,512,2139,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2011-01-27,-8.9,0.0,2.8,47.3,2.5,0.0,0.0,0.0,0.0,1,1,3,1
3,0,0,0,0,0,217,0.0,262,469,731,153,39,25,0,464,681,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2011-01-28,-7.9,0.0,2.8,43.3,4.4,0.0,0.0,0.0,0.0,2,1,3,1
4,0,0,0,0,0,750,0.0,885,713,1598,541,50,74,0,677,1342,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2011-01-29,-9.1,0.0,3.7,43.1,1.8,0.0,0.0,0.0,0.0,1,1,3,2
5,0,0,0,0,0,536,0.0,744,455,1199,442,43,51,0,440,976,0,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,2011-01-30,-10.1,0.0,3.7,43.5,0.1,0.0,0.0,0.0,0.0,1,1,3,2
6,0,0,0,0,0,276,0.0,374,417,791,188,52,36,0,410,686,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2011-01-31,-6.2,0.0,1.9,61.5,3.4,1.58,0.0,0.0,0.0,2,1,5,1
7,0,0,0,0,0,600,0.0,758,686,1444,472,77,51,0,670,1270,0,0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,2011-02-01,-0.2,0.0,1.9,68.0,3.9,0.0,0.0,0.0,0.0,2,1,5,1
8,0,0,0,0,0,1863,0.0,2597,1033,3630,1474,116,273,28,892,2755,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2011-02-02,1.3,0.0,1.6,60.9,2.8,0.0,0.0,0.0,0.0,1,1,5,1
9,0,0,0,0,0,3134,0.0,4277,853,5130,2540,190,404,1,697,3831,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,2011-02-03,1.5,0.0,1.4,75.9,7.8,0.0,0.0,0.0,0.0,3,1,5,1
10,0,0,0,0,0,4456,0.0,6264,1620,7884,3687,211,558,25,1329,5785,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,2011-02-04,1.2,0.0,2.0,77.8,8.1,0.0,0.0,0.0,0.0,3,1,5,1
11,0,0,0,0,0,5854,0.0,8055,2476,10531,4876,280,698,5,2088,7942,0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,2011-02-05,1.1,0.0,1.8,72.9,6.4,0.0,0.0,0.0,0.0,3,1,5,1
